24/01/2022,22.00,22.00,-1.70 (-7.17 %),"629,100","13,946,000,000",0,0,23.30,23.30,22.00
21/01/2022,23.65,23.65,0.15 (0.64 %),"916,500","21,804,000,000",0,0,23.20,24.20,23.00
20/01/2022,23.20,23.20,0.90 (4.04 %),"552,500","12,636,000,000",0,0,22.30,23.80,21.60
19/01/2022,21.10,21.10,-1.20 (-5.38 %),"1,196,300","25,738,000,000",0,0,20.80,22.50,20.80
18/01/2022,22.30,22.30,-1.65 (-6.89 %),"1,330,900","29,733,000,000",0,0,22.30,23.00,22.30
17/01/2022,23.95,23.95,-1.80 (-6.99 %),"1,372,900","33,634,000,000",0,0,26.00,26.80,23.95
14/01/2022,25.75,25.75,-1.25 (-4.63 %),"1,532,700","39,050,000,000",0,0,25.20,27.00,25.15
13/01/2022,27.00,27.00,-2.00 (-6.90 %),"1,742,700","48,115,000,000",0,0,29.50,29.50,27.00
12/01/2022,29.00,29.00,-1.80 (-5.84 %),"2,599,000","76,346,000,000",0,0,30.20,31.50,28.60
11/01/2022,30.75,30.75,0.25 (0.82 %),"2,096,400","64,928,000,000",0,0,30.20,32.55,29.25
10/01/2022,30.50,30.50,1.00 (3.39 %),"3,205,900","98,418,000,000",0,0,30.50,31.50,30.00
07/01/2022,29.45,29.45,1.15 (4.06 %),"1,941,700","55,628,000,000",0,0,28.00,29.80,27.70
06/01/2022,28.30,28.30,0.30 (1.07 %),"1,213,500","34,676,000,000",0,0,28.35,29.00,28.00
05/01/2022,28.00,28.00,0.10 (0.36 %),"1,079,300","29,989,000,000",0,0,28.00,28.00,27.60
04/01/2022,27.90,27.90,0.40 (1.45 %),"895,200","24,989,000,000",0,0,27.20,29.00,27.10
31/12/2021,27.50,27.50,-0.50 (-1.79 %),"1,319,300","36,320,000,000",0,0,27.95,28.30,27.10
30/12/2021,28.00,28.00,-0.50 (-1.75 %),"1,902,300","53,484,000,000",0,0,28.00,28.80,27.40
29/12/2021,28.45,28.45,-1.85 (-6.11 %),"1,538,200","45,084,000,000",0,0,30.30,30.30,28.45
28/12/2021,30.30,30.30,0.30 (1.00 %),"1,873,100","56,880,000,000",0,0,29.50,31.50,29.35
27/12/2021,30.00,30.00,-0.50 (-1.64 %),"1,475,500","44,110,000,000",0,0,30.45,31.30,28.80
24/12/2021,30.45,30.45,0.55 (1.84 %),"1,674,000","50,949,000,000",0,0,30.80,30.80,29.75
23/12/2021,29.90,29.90,1.30 (4.55 %),"3,470,700","101,039,000,000",0,0,28.60,29.90,27.50
22/12/2021,28.60,28.60,-0.10 (-0.35 %),"1,450,900","41,985,000,000",0,0,29.50,29.50,28.00
21/12/2021,28.70,28.70,1.20 (4.36 %),"2,480,400","70,021,000,000",0,0,27.10,29.00,27.00
20/12/2021,27.50,27.50,-0.25 (-0.90 %),"1,077,900","29,546,000,000",0,0,27.80,27.85,27.00
17/12/2021,27.75,27.75,0.10 (0.36 %),"1,383,900","38,380,000,000",0,0,27.65,28.25,27.00
16/12/2021,27.65,27.65,0.65 (2.41 %),"1,543,400","42,191,000,000",0,0,26.40,28.10,26.40
15/12/2021,27.00,27.00,0.40 (1.50 %),"1,290,400","34,772,000,000",0,0,27.35,27.35,26.35
14/12/2021,26.60,26.60,1.70 (6.83 %),"2,368,300","61,804,000,000",0,0,24.90,26.60,24.90
13/12/2021,24.90,24.90,1.10 (4.62 %),"686,500","16,872,000,000",0,0,23.80,25.20,23.70
10/12/2021,23.80,23.80,-0.40 (-1.65 %),"478,300","11,366,000,000",0,0,24.25,24.35,23.50
09/12/2021,24.20,24.20,1.30 (5.68 %),"900,300","21,040,000,000",0,0,22.90,24.30,22.50
08/12/2021,22.90,22.90,-0.70 (-2.97 %),"635,500","14,645,000,000",0,0,23.60,23.60,22.80
07/12/2021,23.60,23.60,0.25 (1.07 %),"918,400","21,354,000,000",0,0,23.45,24.30,22.50
06/12/2021,23.35,23.35,-1.75 (-6.97 %),"1,380,200","32,895,000,000",0,0,24.90,25.10,23.35
03/12/2021,25.10,25.10,-1.10 (-4.20 %),"1,163,400","29,794,000,000",0,0,26.25,26.30,25.00
02/12/2021,26.20,26.20,-0.25 (-0.95 %),"715,000","18,850,000,000",0,0,26.80,26.80,26.00
01/12/2021,26.45,26.45,-0.05 (-0.19 %),"925,300","24,407,000,000",0,0,26.20,26.75,25.80
30/11/2021,26.50,26.50,0.45 (1.73 %),"975,900","25,923,000,000",0,0,27.50,27.50,26.00
29/11/2021,26.05,26.05,-0.75 (-2.80 %),"871,300","22,574,000,000",0,0,25.40,26.80,25.40
26/11/2021,26.80,26.80,0.05 (0.19 %),"1,172,900","31,596,000,000",0,0,27.40,27.50,26.35
25/11/2021,26.75,26.75,1.75 (7.00 %),"1,311,300","33,333,000,000",0,0,24.80,26.75,24.40
24/11/2021,25.00,25.00,-1.50 (-5.66 %),"1,039,200","26,800,000,000",0,0,26.30,26.50,24.90
23/11/2021,26.50,26.50,0.25 (0.95 %),"2,723,600","67,879,000,000",0,0,24.50,26.50,24.45
22/11/2021,26.25,26.25,-1.95 (-6.91 %),"2,613,800","69,067,000,000",0,0,27.90,27.90,26.25
19/11/2021,28.20,28.20,-1.00 (-3.42 %),"3,092,300","86,859,000,000",0,0,29.00,29.00,27.20
18/11/2021,29.20,29.20,0.85 (3.00 %),"2,229,300","63,696,000,000",0,0,28.35,29.50,27.80
17/11/2021,28.35,28.35,-0.75 (-2.58 %),"1,460,000","41,685,000,000","350,000","10,185,000,000",28.90,29.00,28.30
16/11/2021,29.10,29.10,0.55 (1.93 %),"2,055,000","59,600,000,000",0,0,28.70,29.70,28.00
15/11/2021,28.55,28.55,1.85 (6.93 %),"3,387,200","94,562,000,000",0,0,26.50,28.55,26.50
12/11/2021,26.70,26.70,-1.55 (-5.49 %),"3,381,300","92,002,000,000","500,000","13,900,000,000",28.20,28.20,26.50
11/11/2021,28.25,28.25,0.05 (0.18 %),"2,569,800","72,292,000,000","350,000","9,870,000,000",28.50,29.00,27.70
10/11/2021,28.20,28.20,1.00 (3.68 %),"2,505,900","68,862,000,000",0,0,26.50,28.60,26.20
09/11/2021,27.20,27.20,1.20 (4.62 %),"3,648,300","98,528,000,000",0,0,27.80,27.80,26.30
08/11/2021,26.00,26.00,1.70 (7.00 %),"2,345,400","60,744,000,000","520,000","12,670,000,000",25.50,26.00,25.00
05/11/2021,24.30,24.30,1.55 (6.81 %),"3,511,000","82,460,000,000",0,0,22.70,24.30,22.00
04/11/2021,22.75,22.75,1.15 (5.32 %),"2,054,900","45,963,000,000",0,0,22.00,23.00,21.85
03/11/2021,21.60,21.60,0.05 (0.23 %),"5,087,800","116,076,000,000",0,0,23.05,23.05,21.60
02/11/2021,21.55,21.55,1.40 (6.95 %),"3,330,700","70,533,000,000",0,0,20.15,21.55,19.95
01/11/2021,20.15,20.15,0.10 (0.50 %),"1,545,100","31,227,000,000",0,0,20.20,20.50,19.95
29/10/2021,20.05,20.05,-0.55 (-2.67 %),"1,746,300","35,222,000,000",0,0,20.50,20.50,19.90
28/10/2021,20.60,20.60,0.10 (0.49 %),"1,337,300","27,636,000,000",0,0,20.50,21.00,20.50
27/10/2021,20.50,20.50,0.80 (4.06 %),"1,977,900","40,138,000,000",0,0,19.80,20.55,19.75
26/10/2021,19.70,19.70,0.20 (1.03 %),"991,600","19,342,000,000",0,0,19.55,19.70,19.20
25/10/2021,19.50,19.50,0.30 (1.56 %),"1,018,400","19,658,000,000",0,0,19.00,19.50,19.00
22/10/2021,19.20,19.20,-0.25 (-1.29 %),"819,000","15,750,000,000",0,0,19.30,19.60,19.00
21/10/2021,19.45,19.45,0.15 (0.78 %),"672,000","13,094,000,000",0,0,19.00,20.00,19.00
20/10/2021,19.30,19.30,-0.25 (-1.28 %),"1,799,200","34,334,000,000",0,0,19.55,19.55,18.80
19/10/2021,19.55,19.55,-0.35 (-1.76 %),"1,222,400","23,833,000,000",0,0,19.90,20.00,19.30
18/10/2021,19.90,19.90,-0.80 (-3.86 %),"1,201,000","24,224,000,000",0,0,20.35,20.80,19.90
15/10/2021,20.70,20.70,0.00 (0.00 %),"850,100","17,415,000,000",0,0,20.80,20.90,20.30
14/10/2021,20.70,20.70,0.40 (1.97 %),"780,400","16,146,000,000",0,0,20.50,21.00,20.35
13/10/2021,20.30,20.30,0.30 (1.50 %),"848,000","17,159,000,000",0,0,20.05,20.50,19.90
12/10/2021,20.00,20.00,0.10 (0.50 %),"726,000","14,357,000,000",0,0,20.05,20.25,19.50
11/10/2021,19.90,19.90,-0.65 (-3.16 %),"1,026,800","20,503,000,000",0,0,20.55,20.55,19.65
08/10/2021,20.55,20.55,0.00 (0.00 %),"1,263,900","26,609,000,000",0,0,20.80,21.80,20.30
07/10/2021,20.55,20.55,1.30 (6.75 %),"1,601,100","32,249,000,000","687,500","13,234,375,000",19.20,20.55,18.95
06/10/2021,19.25,19.25,0.40 (2.12 %),"944,700","17,923,000,000",0,0,19.00,19.40,18.80
05/10/2021,18.85,18.85,-0.85 (-4.31 %),"1,460,100","27,835,000,000",0,0,19.80,19.80,18.80
04/10/2021,19.70,19.70,0.05 (0.25 %),"1,432,300","27,339,000,000","1,562,500","30,703,125,000",19.60,20.45,18.50
01/10/2021,19.65,19.65,-1.30 (-6.21 %),"1,462,900","29,143,000,000",0,0,21.00,21.00,19.50
30/09/2021,20.95,20.95,0.55 (2.69 %),"897,600","19,007,000,000",0,0,20.50,21.75,20.50
29/09/2021,20.40,20.90,-1.55 (-6.90 %),"2,158,200","45,216,000,000",0,0,20.90,22.10,20.90
28/09/2021,21.91,22.45,-1.65 (-6.85 %),"1,192,000","26,996,000,000",0,0,23.00,23.50,22.45
27/09/2021,23.52,24.10,1.10 (4.78 %),"2,213,300","53,363,000,000","860,000","21,156,000,000",23.50,24.60,23.00
24/09/2021,22.45,23.00,1.50 (6.98 %),"2,431,500","54,264,000,000",0,0,21.70,23.00,20.40
23/09/2021,20.99,21.50,1.40 (6.97 %),"1,732,100","37,234,000,000",0,0,21.50,21.50,21.00
22/09/2021,19.62,20.10,1.30 (6.91 %),"761,300","15,200,000,000","1,054,000","21,185,400,000",19.10,20.10,19.10
21/09/2021,18.35,18.80,-0.60 (-3.09 %),"1,050,800","19,567,000,000",0,0,19.10,19.10,18.40
20/09/2021,18.94,19.40,-0.70 (-3.48 %),"847,600","16,398,000,000",0,0,20.10,20.10,19.00
17/09/2021,19.62,20.10,0.30 (1.52 %),"464,600","9,293,000,000",0,0,20.00,20.20,19.80
16/09/2021,19.33,19.80,-0.45 (-2.22 %),"535,300","10,714,000,000",0,0,20.25,20.25,19.70
15/09/2021,19.77,20.25,0.25 (1.25 %),"571,600","11,498,000,000",0,0,20.40,20.40,19.90
14/09/2021,19.52,20.00,0.20 (1.01 %),"632,000","12,649,000,000",0,0,19.50,20.50,19.40
13/09/2021,19.33,19.80,0.60 (3.13 %),"663,300","12,786,000,000",0,0,19.20,20.30,18.80
10/09/2021,18.74,19.20,0.00 (0.00 %),"599,700","11,424,000,000",0,0,19.40,19.40,18.70
09/09/2021,18.74,19.20,-0.20 (-1.03 %),"460,400","8,821,000,000",0,0,19.00,19.70,19.00
08/09/2021,18.94,19.40,-0.20 (-1.02 %),"307,700","5,927,000,000",0,0,19.60,19.60,18.30
07/09/2021,19.13,19.60,-0.15 (-0.76 %),"380,600","7,438,000,000",0,0,19.90,19.90,19.40
06/09/2021,19.28,19.75,-0.30 (-1.50 %),"557,800","10,949,000,000",0,0,20.05,20.05,19.50
01/09/2021,19.57,20.05,0.25 (1.26 %),"417,500","8,220,000,000",0,0,20.00,20.10,19.40
31/08/2021,19.33,19.80,-0.45 (-2.22 %),"568,000","11,291,000,000",0,0,19.95,20.25,19.70
30/08/2021,19.77,20.25,-0.65 (-3.11 %),"797,500","16,069,000,000","170,000","3,400,000,000",21.15,21.15,20.00
27/08/2021,20.40,20.90,0.20 (0.97 %),"358,800","7,307,000,000",0,0,21.00,21.00,19.70
26/08/2021,20.21,20.70,0.75 (3.76 %),"312,600","6,358,000,000",0,0,20.45,21.00,19.95
25/08/2021,19.47,19.95,-11.45 (-36.46 %),"325,300","6,400,000,000",0,0,19.55,20.00,19.40
24/08/2021,19.08,19.55,0.55 (2.89 %),"436,200","8,523,000,000",0,0,19.60,19.95,19.10
23/08/2021,18.55,19.00,-1.00 (-5.00 %),"370,200","7,101,000,000","400,000","8,000,000,000",19.80,19.80,18.85
20/08/2021,19.52,20.00,-1.20 (-5.66 %),"724,500","14,685,000,000",0,0,20.60,21.20,19.75
19/08/2021,20.69,21.20,-0.55 (-2.53 %),"364,500","7,661,000,000",0,0,21.30,21.60,20.80
18/08/2021,21.23,21.75,-0.25 (-1.14 %),"370,100","8,033,000,000",0,0,22.10,22.20,21.40
17/08/2021,21.47,22.00,-0.20 (-0.90 %),"281,200","6,169,000,000",0,0,22.95,22.95,21.65
16/08/2021,21.67,22.20,0.55 (2.54 %),"530,400","11,673,000,000",0,0,21.70,22.40,21.70
13/08/2021,21.13,21.65,0.00 (0.00 %),"356,500","7,543,000,000",0,0,21.60,21.65,20.80
12/08/2021,21.13,21.65,-0.15 (-0.69 %),"338,500","7,260,000,000",0,0,21.75,22.00,21.20
11/08/2021,21.28,21.80,0.30 (1.40 %),"402,300","8,585,000,000",0,0,22.00,22.00,21.00
10/08/2021,20.99,21.50,-0.80 (-3.59 %),"656,000","14,251,000,000",0,0,22.35,22.35,21.30
09/08/2021,21.77,22.30,-0.35 (-1.55 %),"701,200","15,449,000,000",0,0,23.00,23.00,21.80
06/08/2021,22.11,22.65,0.05 (0.22 %),"449,400","10,153,000,000",0,0,22.90,22.90,22.30
05/08/2021,22.06,22.60,-0.25 (-1.09 %),"599,900","13,882,000,000",0,0,23.00,23.90,22.20
04/08/2021,22.30,22.85,1.45 (6.78 %),"498,000","11,244,000,000",0,0,22.80,22.85,21.80
03/08/2021,20.89,21.40,1.40 (7.00 %),"687,900","14,095,000,000",0,0,20.40,21.40,19.80
02/08/2021,19.52,20.00,-0.40 (-1.96 %),"367,700","7,424,000,000",0,0,20.70,20.70,19.70
30/07/2021,19.91,20.40,0.45 (2.26 %),"344,600","6,961,000,000",0,0,20.50,20.50,19.90
29/07/2021,19.47,19.95,0.60 (3.10 %),"373,600","7,308,000,000",0,0,19.35,20.00,19.00
28/07/2021,18.89,19.35,0.45 (2.38 %),"284,000","5,484,000,000",0,0,18.90,19.80,18.90
27/07/2021,18.45,18.90,0.35 (1.89 %),"250,500","4,729,000,000",0,0,18.75,19.30,18.65
26/07/2021,18.11,18.55,-0.95 (-4.87 %),"312,300","5,802,000,000",0,0,18.40,19.50,18.40
23/07/2021,19.03,19.50,-0.50 (-2.50 %),"483,800","9,321,000,000","467,000","9,300,000,000",19.70,20.00,18.75
22/07/2021,19.52,20.00,-0.40 (-1.96 %),"337,500","6,658,000,000",0,0,20.50,20.50,19.45
21/07/2021,19.91,20.40,-1.30 (-5.99 %),"337,100","6,903,000,000",0,0,21.65,21.65,20.20
20/07/2021,21.18,21.70,1.05 (5.08 %),"602,000","12,054,000,000",0,0,19.25,22.00,19.25
19/07/2021,20.16,20.65,-1.55 (-6.98 %),"283,600","5,859,000,000","315,300","6,999,660,000",20.65,21.00,20.65
16/07/2021,21.67,22.20,-1.30 (-5.53 %),"311,900","7,023,000,000",0,0,22.40,24.00,22.15
15/07/2021,22.94,23.50,-1.50 (-6.00 %),"331,300","7,809,000,000",0,0,23.25,26.00,23.25
14/07/2021,24.40,25.00,-1.05 (-4.03 %),"616,400","16,028,000,000",0,0,27.85,27.85,24.25
13/07/2021,25.43,26.05,1.70 (6.98 %),"400,400","10,426,000,000",0,0,26.05,26.05,25.50
12/07/2021,23.77,24.35,1.55 (6.80 %),"312,400","7,606,000,000",0,0,24.35,24.35,24.35
09/07/2021,22.26,22.80,1.45 (6.79 %),"419,900","9,563,000,000",0,0,22.30,22.80,22.00
08/07/2021,20.84,21.35,-1.60 (-6.97 %),"308,400","6,636,000,000",0,0,21.50,22.55,21.35
07/07/2021,22.40,22.95,-1.70 (-6.90 %),"165,300","3,799,000,000",0,0,23.00,23.50,22.95
06/07/2021,24.06,24.65,-1.85 (-6.98 %),"370,500","9,200,000,000",0,0,26.00,26.10,24.65
05/07/2021,25.87,26.50,-1.80 (-6.36 %),"300,600","8,017,000,000",0,0,28.30,28.30,26.35
02/07/2021,27.62,28.30,-1.40 (-4.71 %),"270,500","7,664,000,000",0,0,29.70,29.70,27.70
01/07/2021,28.99,29.70,-0.60 (-1.98 %),"173,600","5,152,000,000",0,0,30.70,30.70,29.30
30/06/2021,29.58,30.30,-0.80 (-2.57 %),"147,800","4,499,000,000",0,0,31.40,31.40,30.00
29/06/2021,30.36,31.10,0.50 (1.63 %),"204,100","6,380,000,000",0,0,31.00,31.50,31.00
28/06/2021,29.87,30.60,0.00 (0.00 %),"109,000","3,344,000,000",0,0,31.15,31.15,30.00
25/06/2021,29.87,30.60,-0.80 (-2.55 %),"224,300","6,811,000,000",0,0,30.50,31.10,29.95
24/06/2021,30.65,31.40,-0.50 (-1.57 %),"176,600","5,543,000,000",0,0,32.30,32.30,30.50
23/06/2021,31.14,31.90,-0.65 (-2.00 %),"167,600","5,355,000,000","768,000","24,998,400,000",32.60,33.00,31.50
22/06/2021,31.77,32.55,-0.65 (-1.96 %),"134,600","4,375,000,000",0,0,33.20,33.50,32.20
21/06/2021,32.41,33.20,0.30 (0.91 %),"192,000","6,253,000,000",0,0,31.80,33.50,31.80
18/06/2021,32.11,32.90,-0.90 (-2.66 %),"201,200","6,617,000,000",0,0,33.50,34.00,32.50
17/06/2021,32.99,33.80,-2.10 (-5.85 %),"169,400","5,779,000,000",0,0,35.00,35.00,33.60
16/06/2021,35.04,35.90,0.50 (1.41 %),"220,600","7,952,000,000",0,0,35.40,36.90,35.40
15/06/2021,34.55,35.40,2.30 (6.95 %),"225,700","7,711,000,000",0,0,31.00,35.40,31.00
14/06/2021,32.31,33.10,-1.90 (-5.43 %),"174,000","5,742,000,000",0,0,32.55,35.00,32.55
11/06/2021,34.16,35.00,-0.90 (-2.51 %),"200,300","6,810,000,000",0,0,33.40,35.90,33.40
10/06/2021,35.04,35.90,-2.70 (-6.99 %),"220,000","7,916,000,000",0,0,35.90,37.10,35.90
09/06/2021,37.68,38.60,-2.90 (-6.99 %),"140,400","5,449,000,000",0,0,38.90,41.50,38.60
08/06/2021,40.51,41.50,-2.30 (-5.25 %),"43,500","1,871,000,000",0,0,45.00,45.00,41.25
07/06/2021,42.75,43.80,-2.40 (-5.19 %),"45,200","2,027,000,000",0,0,46.00,46.40,43.80
04/06/2021,45.10,46.20,0.40 (0.87 %),"113,700","5,169,000,000",0,0,45.10,46.50,44.00
03/06/2021,44.71,45.80,0.80 (1.78 %),"176,800","8,009,000,000",0,0,46.00,46.00,44.00
02/06/2021,43.92,45.00,1.00 (2.27 %),"184,300","8,112,000,000",0,0,45.00,45.00,42.00
01/06/2021,42.95,44.00,0.00 (0.00 %),"236,200","10,514,000,000",0,0,45.00,45.00,43.00
31/05/2021,42.95,44.00,0.65 (1.50 %),"304,200","12,541,000,000",0,0,42.60,44.60,40.35
28/05/2021,42.31,43.35,2.80 (6.91 %),"174,200","7,552,000,000",0,0,43.35,43.35,43.30
27/05/2021,39.58,40.55,2.65 (6.99 %),"140,500","5,675,000,000",0,0,40.00,40.55,39.60
26/05/2021,36.99,37.90,2.45 (6.91 %),"320,600","11,864,000,000",0,0,37.30,37.90,35.45
25/05/2021,34.60,35.45,2.30 (6.94 %),"114,000","4,031,000,000",0,0,35.00,35.45,34.50
24/05/2021,32.36,33.15,2.15 (6.94 %),"106,100","3,460,000,000",0,0,32.00,33.15,31.10
21/05/2021,30.26,31.00,-1.00 (-3.13 %),"277,100","8,394,000,000",0,0,29.80,32.00,29.80
20/05/2021,31.24,32.00,-2.40 (-6.98 %),"16,800","538,000,000",0,0,32.00,32.00,32.00
19/05/2021,33.58,34.40,-2.55 (-6.90 %),"32,700","1,129,000,000",0,0,35.00,35.00,34.40
18/05/2021,36.07,36.95,-2.10 (-5.38 %),"209,700","7,651,000,000",0,0,39.05,39.05,36.35
17/05/2021,38.12,39.05,-2.90 (-6.91 %),"257,900","10,101,000,000",0,0,39.05,40.90,39.05
14/05/2021,40.95,41.95,0.05 (0.12 %),"247,300","10,142,000,000",0,0,44.70,44.70,39.00
13/05/2021,40.90,41.90,-2.60 (-5.84 %),"247,700","10,571,000,000",0,0,46.10,46.10,41.70
12/05/2021,43.44,44.50,2.30 (5.45 %),"774,300","31,549,000,000",0,0,39.25,45.15,39.25
11/05/2021,41.19,42.20,-3.15 (-6.95 %),"47,100","1,988,000,000",0,0,42.20,42.20,42.20
10/05/2021,44.27,45.35,-3.40 (-6.97 %),"10,700","485,000,000",0,0,45.35,45.35,45.35
07/05/2021,47.58,48.75,-3.65 (-6.97 %),"3,900","190,000,000",0,0,48.75,48.75,48.75
06/05/2021,51.15,52.40,-3.90 (-6.93 %),"5,000","262,000,000",0,0,52.40,52.40,52.40
05/05/2021,54.95,56.30,-4.20 (-6.94 %),"3,900","220,000,000",0,0,56.30,56.30,56.30
