22/04/2022,30.00,30.00,30.00,0.00 (0.00 %)," ",0,0,0,0,30.00,30.00,30.00,30.00
21/04/2022,30.00,30.00,30.00,-3.90 (-11.50 %)," ","3,400","102,000,000",0,0,33.90,30.0,30.00,30.00
20/04/2022,33.90,33.90,33.90,0.00 (0.00 %)," ",0,0,0,0,33.90,33.90,33.90,33.90
19/04/2022,33.90,33.90,33.90,0.00 (0.00 %)," ",0,0,0,0,33.90,33.9,33.90,33.90
18/04/2022,33.90,33.90,33.90,0.00 (0.00 %)," ",0,0,0,0,33.90,33.90,33.90,33.90
14/04/2022,35.00,35.00,35.00,0.00 (0.00 %)," ",0,0,0,0,35.00,35.0,35.00,35.00
13/04/2022,35.00,35.00,35.00,0.00 (0.00 %)," ",0,0,0,0,35.00,35.00,35.00,35.00
12/04/2022,35.00,35.00,35.00,0.00 (0.00 %)," ",0,0,0,0,35.00,35.0,35.00,35.00
08/04/2022,35.00,35.00,35.00,0.00 (0.00 %)," ",300,"10,500,000",0,0,35.00,35.00,35.00,35.00
07/04/2022,35.00,35.00,35.00,0.40 (1.16 %)," ",100,"3,500,000",0,0,34.60,35.0,35.00,35.00
06/04/2022,34.60,34.60,34.60,0.00 (0.00 %)," ",0,0,0,0,34.60,34.60,34.60,34.60
05/04/2022,35.00,35.00,35.00,0.10 (0.29 %)," ",800,"27,680,000",0,0,34.90,35.0,35.00,34.00
04/04/2022,34.70,34.70,34.70,-4.70 (-11.93 %)," ",200,"6,970,000",0,0,39.40,35.00,35.00,34.70
01/04/2022,39.40,39.40,39.40,0.00 (0.00 %)," ",0,0,0,0,39.40,39.4,39.40,39.40
31/03/2022,39.40,39.40,39.40,0.00 (0.00 %)," ",0,0,0,0,39.40,39.40,39.40,39.40
30/03/2022,39.00,39.00,39.00,3.30 (9.24 %)," ",500,"19,700,000",0,0,35.70,41.0,41.00,39.00
