09/02/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
08/02/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
07/02/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
27/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
26/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
25/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
24/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
21/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
20/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
19/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
18/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
17/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
14/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
13/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
12/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
11/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
10/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
07/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
06/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
05/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
04/01/2022,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
31/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
30/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
29/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
27/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
24/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
23/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
21/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
20/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
17/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
16/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
15/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
14/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
13/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
10/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
09/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
08/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
07/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
06/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
03/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
02/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
01/12/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
30/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
29/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
26/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
25/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
24/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
23/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
22/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
19/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
18/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
17/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
16/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
15/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
12/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
11/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
10/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
09/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
08/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
05/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
04/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
03/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
02/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
01/11/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
29/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
27/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
26/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ","2,500","13,250,000",0,0,5.30,5.3,5.30,5.30
25/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
22/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
21/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
20/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
19/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
18/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
15/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
14/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
13/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
12/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
11/10/2021,5.30,5.30,5.30,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
08/10/2021,5.30,5.30,5.30,0.50 (10.42 %)," ",200,"1,060,000",0,0,4.80,5.3,5.30,5.30
07/10/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
06/10/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
05/10/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
04/10/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
01/10/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
30/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
29/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
28/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
27/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
24/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
23/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
22/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
21/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
20/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
17/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
16/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
15/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
14/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
13/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
10/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
09/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
08/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
07/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
06/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
01/09/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
31/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
30/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
27/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
26/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
25/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
24/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
23/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
20/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
19/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
18/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
17/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
16/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
13/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
12/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
11/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
10/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
09/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
06/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
05/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
04/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
03/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
02/08/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
30/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
29/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
28/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
27/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
26/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
23/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.80,4.80,4.80
22/07/2021,4.80,4.80,4.80,0.00 (0.00 %)," ",0,0,0,0,4.80,4.8,4.80,4.80
21/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
20/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
19/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
16/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
15/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
14/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
13/07/2021,4.80,5.30,4.80,0.00 (0.00 %)," ","1,200","6,360,000",0,0,5.30,5.30,5.30,5.30
12/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
09/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
08/07/2021,4.80,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
07/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
06/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
05/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
02/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
01/07/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
30/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
29/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
25/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
24/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
23/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
22/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
18/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
17/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
16/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
15/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
14/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
11/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
10/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
09/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
08/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
07/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
04/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
03/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
02/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
01/06/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
31/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
27/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
26/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
25/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
24/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
21/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
20/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
19/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
18/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
17/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
14/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
13/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
12/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
11/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
10/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
07/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
06/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
05/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
04/05/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
29/04/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.30,5.30,5.30
28/04/2021,5.30,5.30,4.80,0.00 (0.00 %)," ",0,0,0,0,5.30,5.3,5.30,5.30
