15.50,15.50,-0.20 (-1.27 %),"  ","1,461,000","22,088,000,000",0,0,15.50,15.50,14.65,0
0,0,,,12/04/2022,15.65,15.65,-0.25 (-1.57 %),"  ","3,405,200","51,996,000,000","37,600"
"637,320,000",15.90,16.15,14.75,0,0,0,,,08/04/2022,15.85,15.85
-0.35 (-2.16 %),"  ","1,638,500","26,258,000,000","220,000","3,806,000,000",16.20,16.55,15.80,0,0,0
,,07/04/2022,16.20,16.20,-0.50 (-2.99 %),"  ","2,403,600","39,771,000,000",0,0,16.80
16.80,16.20,0,0,0,,,06/04/2022,16.70,16.70,-0.20 (-1.18 %),"  "
"2,591,200","42,849,000,000",0,0,16.50,16.70,16.35,0,0,0,,
05/04/2022,16.85,16.85,-0.15 (-0.88 %),"  ","2,590,700","43,926,000,000","220,000","3,663,000,000",17.00,17.20,16.80
0,0,0,,,04/04/2022,17.00,17.00,0.70 (4.29 %),"  ","2,427,800","40,807,000,000"
0,0,16.30,17.15,16.30,0,0,0,,,01/04/2022,16.30
16.30,0.40 (2.52 %),"  ","2,610,900","41,978,000,000",0,0,16.50,16.50,15.55,0,0
0,,,31/03/2022,15.85,15.85,-0.85 (-5.09 %),"  ","3,468,000","56,841,000,000",0,0
16.95,16.95,15.70,0,0,0,,,30/03/2022,16.70,16.70,-0.40 (-2.34 %)
"  ","2,539,200","42,807,000,000",0,0,16.90,17.10,16.55,0,0,0,
,29/03/2022,17.10,17.10,0.10 (0.59 %),"  ","1,993,100","33,890,000,000",0,0,16.90,17.25
16.90,0,0,0,,,28/03/2022,16.95,16.95,-0.35 (-2.02 %),"  ","3,744,600"
"63,153,000,000","220,000","3,894,000,000",16.80,17.25,16.60,0,0,0,,,25/03/2022
17.30,17.30,-0.10 (-0.57 %),"  ","2,566,000","44,458,000,000",0,0,17.20,17.45,17.20,0
24/02/2022,18.50,18.50,-0.80 (-4.15 %)," ","3,239,100","61,104,000,000",0,0,19.10,19.60,17.95
23/02/2022,19.30,19.30,-0.10 (-0.52 %)," ","1,586,300","30,427,000,000",0,0,19.00,19.50,19.00
22/02/2022,19.35,19.35,-0.15 (-0.77 %)," ","1,847,900","35,638,000,000",0,0,19.05,19.80,19.05
21/02/2022,19.50,19.50,0.80 (4.28 %)," ","4,155,600","80,212,000,000",0,0,18.75,19.65,18.75
18/02/2022,18.70,18.70,0.30 (1.63 %)," ","1,472,300","27,190,000,000",0,0,18.35,18.80,18.20
17/02/2022,18.35,18.35,-0.15 (-0.81 %)," ","647,600","11,987,000,000",0,0,18.65,18.65,18.35
16/02/2022,18.50,18.50,0.00 (0.00 %)," ","884,900","16,243,000,000",0,0,18.30,18.60,18.20
15/02/2022,18.50,18.50,-0.20 (-1.07 %)," ","902,300","16,647,000,000","85,000","1,589,500,000",18.70,18.80,18.00
14/02/2022,18.65,18.65,-0.35 (-1.84 %)," ","892,100","16,634,000,000",0,0,18.60,19.00,18.30
11/02/2022,19.00,19.00,1.10 (6.15 %)," ","2,017,900","37,610,000,000",0,0,18.00,19.00,17.95
10/02/2022,17.90,17.90,-0.10 (-0.56 %)," ","707,600","12,668,000,000",0,0,17.90,18.00,17.85
09/02/2022,17.95,17.95,0.05 (0.28 %)," ","809,200","14,533,000,000",0,0,18.00,18.05,17.85
08/02/2022,17.90,17.90,-0.10 (-0.56 %)," ","462,800","8,297,000,000",0,0,18.00,18.10,17.80
07/02/2022,18.00,18.00,0.60 (3.45 %)," ","608,300","10,850,000,000",0,0,17.90,18.00,17.55
28/01/2022,17.40,17.40,0.10 (0.58 %)," ","516,000","8,909,000,000",0,0,17.20,17.50,17.10
27/01/2022,17.30,17.30,0.00 (0.00 %)," ","680,000","11,763,000,000",0,0,17.40,17.70,17.00
26/01/2022,17.30,17.30,0.20 (1.17 %)," ","530,500","9,131,000,000",0,0,17.40,17.60,16.95
25/01/2022,17.10,17.10,0.00 (0.00 %)," ","828,600","13,984,000,000",0,0,17.20,17.25,16.40
24/01/2022,17.05,17.05,-1.25 (-6.83 %)," ","1,088,000","19,200,000,000",0,0,18.40,18.40,17.05
21/01/2022,18.30,18.30,0.10 (0.55 %)," ","824,100","15,007,000,000",0,0,18.50,18.50,17.90
20/01/2022,17.90,17.90,0.40 (2.29 %)," ","796,500","14,080,000,000",0,0,17.50,18.20,17.45
19/01/2022,16.80,16.80,0.10 (0.60 %)," ","656,800","11,152,000,000",0,0,17.50,17.50,16.65
18/01/2022,16.65,16.65,-1.25 (-6.98 %)," ","1,487,700","25,448,000,000",0,0,17.90,17.90,16.65
17/01/2022,18.60,17.90,-1.30 (-6.77 %)," ","2,288,500","42,267,000,000",0,0,19.20,19.40,17.90
14/01/2022,19.20,19.20,0.00 (0.00 %)," ","1,019,000","19,299,000,000",0,0,19.00,19.30,18.65
13/01/2022,19.20,19.20,-0.60 (-3.03 %)," ","1,382,100","26,760,000,000",0,0,19.80,20.10,18.90
12/01/2022,19.80,19.80,0.30 (1.54 %)," ","1,794,600","34,718,000,000",0,0,19.50,19.90,18.80
11/01/2022,19.50,19.50,-0.20 (-1.02 %)," ","1,350,900","26,436,000,000",0,0,19.50,20.10,19.00
10/01/2022,19.70,19.70,-0.60 (-2.96 %)," ","2,747,100","55,614,000,000",0,0,20.50,20.95,19.50
07/01/2022,20.30,20.30,0.20 (1.00 %)," ","2,288,200","46,855,000,000",0,0,20.50,20.85,20.20
06/01/2022,20.10,20.10,-0.30 (-1.47 %)," ","2,629,200","52,545,000,000",0,0,19.90,20.30,19.85
05/01/2022,20.40,20.40,-0.30 (-1.45 %)," ","2,523,000","51,878,000,000",0,0,20.55,20.95,20.30
04/01/2022,20.70,20.70,0.00 (0.00 %)," ","1,547,300","31,988,000,000",0,0,20.70,20.80,20.45
31/12/2021,20.65,20.65,-0.05 (-0.24 %)," ","2,599,800","55,514,000,000",0,0,21.75,21.80,20.65
30/12/2021,20.65,20.65,1.35 (6.99 %)," ","3,310,200","67,148,000,000",0,0,19.50,20.65,19.50
29/12/2021,19.30,19.30,0.10 (0.52 %)," ","1,442,800","27,504,000,000",0,0,18.50,19.50,18.50
28/12/2021,19.20,19.20,-0.30 (-1.54 %)," ","1,203,400","23,153,000,000",0,0,19.50,19.60,19.05
27/12/2021,19.50,19.50,0.20 (1.04 %)," ","1,380,600","26,904,000,000",0,0,19.40,19.90,19.20
24/12/2021,19.30,19.30,0.00 (0.00 %)," ","1,299,900","24,820,000,000",0,0,19.20,19.40,18.75
23/12/2021,19.25,19.25,-0.15 (-0.77 %)," ","1,793,300","34,297,000,000",0,0,19.35,19.60,18.60
22/12/2021,19.35,19.35,-0.35 (-1.78 %)," ","1,643,500","32,064,000,000",0,0,19.80,19.90,19.20
21/12/2021,19.70,19.70,-0.40 (-1.99 %)," ","1,776,300","35,559,000,000",0,0,20.15,20.25,19.70
20/12/2021,20.10,20.10,0.35 (1.77 %)," ","1,800,500","36,144,000,000",0,0,19.80,20.40,19.75
17/12/2021,19.75,19.75,1.00 (5.33 %)," ","2,748,700","53,101,000,000",0,0,18.75,20.00,18.70
16/12/2021,18.75,18.75,-0.15 (-0.79 %)," ","1,051,200","19,742,000,000",0,0,18.80,19.00,18.65
15/12/2021,18.90,18.90,0.05 (0.27 %)," ","951,200","17,890,000,000",0,0,18.90,18.95,18.70
14/12/2021,18.85,18.85,-0.25 (-1.31 %)," ","1,314,000","24,933,000,000",0,0,19.10,19.10,18.85
13/12/2021,19.10,19.10,0.00 (0.00 %)," ","1,325,700","25,266,000,000",0,0,19.40,19.40,18.60
10/12/2021,19.10,19.10,-0.10 (-0.52 %)," ","982,800","18,801,000,000",0,0,19.30,19.40,18.95
09/12/2021,19.20,19.20,0.30 (1.59 %)," ","1,125,100","21,234,000,000",0,0,18.55,19.20,18.55
08/12/2021,18.90,18.90,-0.40 (-2.07 %)," ","1,359,400","25,879,000,000",0,0,19.30,19.40,18.85
07/12/2021,19.30,19.30,0.35 (1.85 %)," ","1,624,100","31,181,000,000",0,0,19.70,19.75,18.50
06/12/2021,18.95,18.95,-1.40 (-6.88 %)," ","2,931,400","56,913,000,000",0,0,19.90,20.35,18.95
03/12/2021,20.35,20.35,1.30 (6.82 %)," ","3,044,900","61,939,000,000",0,0,20.35,20.35,20.00
02/12/2021,19.05,19.05,1.20 (6.72 %)," ","276,700","5,271,000,000","259,500","4,943,475,000",19.05,19.05,19.05
01/12/2021,17.85,25.70,-0.30 (-1.15 %)," ","4,844,300","125,108,000,000",0,0,26.00,26.30,25.50
30/11/2021,18.06,26.00,-0.50 (-1.89 %)," ","3,900,400","103,177,000,000",0,0,26.70,26.85,26.00
29/11/2021,18.41,26.50,0.50 (1.92 %)," ","3,868,200","99,583,000,000",0,0,25.20,26.60,25.10
26/11/2021,18.06,26.00,-0.90 (-3.35 %)," ","3,525,900","92,584,000,000",0,0,26.70,27.00,25.70
25/11/2021,18.68,26.90,-0.30 (-1.10 %)," ","3,426,000","91,806,000,000",0,0,27.20,27.50,26.10
24/11/2021,18.89,27.20,0.85 (3.23 %)," ","2,653,400","72,292,000,000",0,0,27.00,27.50,26.90
23/11/2021,18.30,26.35,1.25 (4.98 %)," ","3,399,600","88,546,000,000",0,0,26.00,26.60,25.20
22/11/2021,17.43,25.10,1.60 (6.81 %)," ","4,984,600","124,314,000,000","100,000","2,350,000,000",24.50,25.10,24.00
19/11/2021,16.32,23.50,-1.75 (-6.93 %)," ","5,020,700","125,540,000,000",0,0,26.40,26.40,23.50
18/11/2021,17.54,25.25,1.65 (6.99 %)," ","4,443,600","109,425,000,000",0,0,23.80,25.25,23.75
17/11/2021,16.39,23.60,0.90 (3.96 %)," ","2,931,700","67,933,000,000",0,0,22.90,23.70,22.25
16/11/2021,15.77,22.70,1.15 (5.34 %)," ","3,401,000","76,415,000,000",0,0,22.00,22.90,21.80
15/11/2021,14.97,21.55,1.40 (6.95 %)," ","3,856,800","82,228,000,000",0,0,21.10,21.55,20.70
12/11/2021,14.00,20.15,0.30 (1.51 %)," ","2,301,900","45,466,000,000",0,0,19.85,20.20,19.35
11/11/2021,13.79,19.85,-0.05 (-0.25 %)," ","2,042,200","39,943,000,000",0,0,20.00,20.00,19.20
10/11/2021,13.82,19.90,0.20 (1.02 %)," ","2,425,700","48,203,000,000",0,0,19.80,20.00,19.70
09/11/2021,13.68,19.70,0.20 (1.03 %)," ","1,983,100","39,155,000,000",0,0,20.00,20.05,19.45
08/11/2021,13.54,19.50,0.00 (0.00 %)," ","2,225,700","43,303,000,000",0,0,19.65,19.75,19.20
05/11/2021,13.54,19.50,0.00 (0.00 %)," ","1,719,200","33,402,000,000",0,0,19.70,19.95,19.10
04/11/2021,13.54,19.50,0.50 (2.63 %)," ","2,320,200","44,988,000,000",0,0,19.05,20.00,18.50
03/11/2021,13.20,19.00,-0.35 (-1.81 %)," ","4,503,300","89,688,000,000","3,570,000","72,930,000,000",20.60,20.70,18.70
02/11/2021,13.44,19.35,1.25 (6.91 %)," ","2,854,100","54,267,000,000",0,0,18.40,19.35,18.40
01/11/2021,12.57,18.10,0.75 (4.32 %)," ","2,768,200","49,394,000,000",0,0,17.45,18.35,17.30
29/10/2021,12.05,17.35,-0.25 (-1.42 %)," ","2,293,600","40,201,000,000",0,0,17.70,17.75,17.30
28/10/2021,12.23,17.60,-0.10 (-0.56 %)," ","1,829,600","32,352,000,000",0,0,17.80,17.90,17.60
27/10/2021,12.29,17.70,-0.10 (-0.56 %)," ","2,173,800","38,403,000,000",0,0,17.75,17.85,17.50
26/10/2021,12.36,17.80,-0.25 (-1.39 %)," ","962,300","17,189,000,000",0,0,18.10,18.10,17.65
25/10/2021,12.54,18.05,0.05 (0.28 %)," ","2,144,800","38,338,000,000",0,0,18.10,18.20,17.50
22/10/2021,12.50,18.00,0.25 (1.41 %)," ","1,983,700","35,276,000,000",0,0,17.80,18.05,17.50
21/10/2021,12.33,17.75,0.05 (0.28 %)," ","1,377,000","24,192,000,000",0,0,17.85,17.95,17.25
20/10/2021,12.29,17.70,-0.40 (-2.21 %)," ","1,786,500","32,280,000,000",0,0,18.35,18.80,17.45
19/10/2021,12.57,18.10,0.45 (2.55 %)," ","2,103,800","37,986,000,000",0,0,17.85,18.50,17.70
18/10/2021,12.26,17.65,-0.50 (-2.75 %)," ","1,767,100","31,184,000,000",0,0,18.15,18.15,17.40
15/10/2021,12.61,18.15,-0.40 (-2.16 %)," ","2,596,900","48,809,000,000",0,0,19.30,19.60,17.70
14/10/2021,12.88,18.55,1.20 (6.92 %)," ","2,578,600","46,400,000,000",0,0,17.45,18.55,17.40
13/10/2021,12.05,17.35,0.15 (0.87 %)," ","1,741,300","30,493,000,000",0,0,17.35,17.90,17.15
12/10/2021,11.95,17.20,0.45 (2.69 %)," ","1,882,100","31,809,000,000",0,0,16.85,17.45,16.50
11/10/2021,11.63,16.75,0.00 (0.00 %)," ","1,613,100","27,261,000,000",0,0,17.00,17.15,16.75
08/10/2021,11.63,16.75,-0.55 (-3.18 %)," ","2,053,500","34,853,000,000",0,0,17.30,17.35,16.75
07/10/2021,12.02,17.30,0.00 (0.00 %)," ","1,476,300","25,612,000,000",0,0,17.50,17.70,17.20
06/10/2021,12.02,17.30,0.10 (0.58 %)," ","1,151,700","19,875,000,000",0,0,17.50,17.55,17.00
05/10/2021,11.95,17.20,0.20 (1.18 %)," ","2,907,600","48,402,000,000",0,0,17.60,17.60,16.10
04/10/2021,11.81,17.00,-0.70 (-3.95 %)," ","4,106,500","70,486,000,000",0,0,16.60,17.80,16.50
01/10/2021,12.29,17.70,-1.00 (-5.35 %)," ","2,989,500","56,216,000,000",0,0,19.80,19.80,17.70
30/09/2021,12.99,18.70,1.20 (6.86 %)," ","1,352,300","24,952,000,000","20,000","340,000,000",18.10,18.70,18.00
29/09/2021,12.16,17.50,-1.05 (-5.66 %)," ","6,699,100","118,222,000,000",0,0,17.30,19.05,17.30
28/09/2021,12.88,18.55,-1.35 (-6.78 %)," ","147,200","2,730,000,000",0,0,18.55,18.55,18.55
27/09/2021,13.82,19.90,-1.45 (-6.79 %)," ","332,500","6,616,000,000",0,0,19.90,19.90,19.90
24/09/2021,14.83,21.35,-1.60 (-6.97 %)," ","592,400","12,647,000,000","879,700","20,189,115,000",21.35,21.35,21.35
23/09/2021,15.94,22.95,-1.70 (-6.90 %)," ","2,982,300","68,581,000,000",0,0,22.95,23.90,22.95
22/09/2021,17.12,24.65,-1.85 (-6.98 %)," ","4,851,400","121,012,000,000",0,0,25.80,26.40,24.65
21/09/2021,18.41,26.50,0.00 (0.00 %)," ","2,183,400","58,036,000,000",0,0,26.00,27.40,25.35
20/09/2021,18.41,26.50,1.70 (6.85 %)," ","5,028,000","131,106,000,000",0,0,26.10,26.50,25.00
17/09/2021,17.23,24.80,-1.85 (-6.94 %)," ","6,019,100","149,690,000,000",0,0,24.80,26.65,24.80
16/09/2021,18.51,26.65,-2.00 (-6.98 %)," ","7,122,800","200,131,000,000",0,0,30.00,30.00,26.65
15/09/2021,19.90,28.65,1.85 (6.90 %)," ","3,209,100","90,519,000,000","3,000,000","75,000,000,000",28.20,28.65,26.00
14/09/2021,18.62,26.80,1.75 (6.99 %)," ","5,005,400","133,204,000,000",0,0,26.80,26.80,25.30
13/09/2021,17.40,25.05,1.60 (6.82 %)," ","1,787,100","44,766,000,000",0,0,25.05,25.05,25.05
10/09/2021,16.29,23.45,1.50 (6.83 %)," ","1,621,200","38,008,000,000",0,0,23.45,23.45,23.30
09/09/2021,15.25,21.95,1.40 (6.81 %)," ","4,955,200","105,696,000,000",0,0,20.20,21.95,20.10
08/09/2021,14.27,20.55,0.00 (0.00 %)," ","4,308,000","89,949,000,000",0,0,20.60,21.70,20.00
07/09/2021,14.27,20.55,1.30 (6.75 %)," ","4,855,700","99,480,000,000",0,0,20.55,20.55,19.50
06/09/2021,13.37,19.25,1.25 (6.94 %)," ","1,686,900","32,472,000,000",0,0,19.25,19.25,19.25
01/09/2021,12.50,18.00,1.15 (6.82 %)," ","3,914,000","68,710,000,000",0,0,16.85,18.00,16.60
31/08/2021,11.70,16.85,-0.30 (-1.75 %)," ","2,546,200","43,341,000,000",0,0,17.20,17.40,16.80
30/08/2021,11.91,17.15,0.15 (0.88 %)," ","2,224,400","37,773,000,000",0,0,17.10,17.35,16.40
27/08/2021,11.81,17.00,0.70 (4.29 %)," ","2,022,300","33,952,000,000",0,0,16.80,17.25,15.60
26/08/2021,11.32,16.30,1.05 (6.89 %)," ","3,054,300","49,523,000,000",0,0,15.50,16.30,15.40
25/08/2021,10.59,15.25,-1.10 (-6.73 %)," ","3,001,300","46,327,000,000",0,0,16.40,16.40,15.25
24/08/2021,11.36,16.35,-0.80 (-4.66 %)," ","3,787,800","64,428,000,000",0,0,18.00,18.05,16.10
23/08/2021,11.91,17.15,1.10 (6.85 %)," ","1,875,700","32,013,000,000",0,0,17.00,17.15,16.25
20/08/2021,11.15,16.05,1.05 (7.00 %)," ","4,220,300","67,617,000,000",0,0,16.05,16.05,15.35
19/08/2021,10.42,15.00,0.95 (6.76 %)," ","6,576,600","98,469,000,000","30,000","421,500,000",15.00,15.00,14.20
18/08/2021,9.76,14.05,0.90 (6.84 %)," ","1,053,500","14,801,000,000","202,000","2,807,800,000",14.05,14.05,14.05
17/08/2021,9.13,13.15,0.85 (6.91 %)," ","832,600","10,948,000,000","190,500","2,505,075,000",13.15,13.15,13.15
16/08/2021,8.54,12.30,0.80 (6.96 %)," ","651,000","8,007,000,000",0,0,12.30,12.30,12.30
13/08/2021,7.99,11.50,0.75 (6.98 %)," ","6,173,300","69,100,000,000",0,0,10.90,11.50,10.80
12/08/2021,7.47,10.75,-0.05 (-0.46 %)," ","2,542,500","27,334,000,000","330,000","3,498,000,000",10.80,10.90,10.60
11/08/2021,7.50,10.80,0.40 (3.85 %)," ","3,590,500","37,710,000,000",0,0,10.50,10.85,10.30
10/08/2021,7.22,10.40,-0.10 (-0.95 %)," ","2,454,500","25,665,000,000",0,0,10.55,10.65,10.25
09/08/2021,7.29,10.50,0.20 (1.94 %)," ","2,289,000","23,718,000,000",0,0,10.30,10.60,10.15
06/08/2021,7.15,10.30,0.36 (3.62 %)," ","2,696,900","27,794,000,000",0,0,9.96,10.50,9.95
05/08/2021,6.90,9.94,0.04 (0.40 %)," ","1,480,100","14,636,000,000",0,0,9.80,9.94,9.78
04/08/2021,6.88,9.90,0.17 (1.75 %)," ","1,860,300","18,390,000,000",0,0,9.68,10.00,9.68
03/08/2021,6.76,9.73,0.01 (0.10 %)," ","1,512,900","14,691,000,000",0,0,9.72,9.75,9.64
02/08/2021,6.75,9.72,0.02 (0.21 %)," ","1,577,000","15,275,000,000",0,0,9.70,9.75,9.65
30/07/2021,6.74,9.70,0.01 (0.10 %)," ","1,446,800","14,018,000,000",0,0,9.69,9.78,9.65
29/07/2021,6.73,9.69,0.05 (0.52 %)," ","896,000","8,673,000,000",0,0,9.80,9.80,9.64
28/07/2021,6.70,9.64,0.08 (0.84 %)," ","1,610,700","15,556,000,000","25,000","225,000,000",9.49,9.79,9.49
27/07/2021,6.64,9.56,0.08 (0.84 %)," ","1,084,000","10,357,000,000",0,0,9.41,9.68,9.41
26/07/2021,6.58,9.48,0.00 (0.00 %)," ","462,900","4,359,000,000",0,0,9.21,9.70,9.21
23/07/2021,6.58,9.48,-0.23 (-2.37 %)," ","1,166,900","11,128,000,000",0,0,9.50,9.74,9.45
22/07/2021,6.74,9.71,0.40 (4.30 %)," ","1,446,700","13,791,000,000",0,0,9.38,9.88,9.30
21/07/2021,6.47,9.31,-0.04 (-0.43 %)," ","1,008,200","9,472,000,000",0,0,9.40,9.50,9.26
20/07/2021,6.49,9.35,0.22 (2.41 %)," ","1,473,800","13,513,000,000",0,0,9.28,9.35,8.91
19/07/2021,6.34,9.13,-0.68 (-6.93 %)," ","1,760,600","16,262,000,000",0,0,9.60,9.65,9.13
16/07/2021,6.81,9.81,-0.09 (-0.91 %)," ","947,200","9,421,000,000",0,0,10.10,10.10,9.80
15/07/2021,6.88,9.90,0.15 (1.54 %)," ","1,107,100","10,714,000,000",0,0,9.40,10.00,9.40
14/07/2021,6.77,9.75,-0.06 (-0.61 %)," ","870,200","8,534,000,000",0,0,9.91,9.98,9.55
13/07/2021,6.81,9.81,0.26 (2.72 %)," ","1,169,100","11,095,000,000",0,0,9.00,9.90,9.00
12/07/2021,6.63,9.55,-0.65 (-6.37 %)," ","2,184,100","21,111,000,000",0,0,10.00,10.10,9.49
09/07/2021,7.08,10.20,-0.15 (-1.45 %)," ","1,283,200","13,080,000,000",0,0,10.00,10.45,10.00
08/07/2021,7.19,10.35,0.05 (0.49 %)," ","1,125,300","11,671,000,000",0,0,10.20,10.80,10.15
07/07/2021,7.15,10.30,0.05 (0.49 %)," ","1,819,800","18,483,000,000",0,0,10.25,10.50,9.80
06/07/2021,7.12,10.25,-0.75 (-6.82 %)," ","2,195,800","23,434,000,000",0,0,10.85,11.10,10.25
05/07/2021,7.64,11.00,-0.20 (-1.79 %)," ","1,514,800","16,665,000,000",0,0,11.20,11.20,10.80
02/07/2021,7.78,11.20,0.00 (0.00 %)," ","2,379,500","26,760,000,000",0,0,11.40,11.40,11.00
01/07/2021,7.78,11.20,0.45 (4.19 %)," ","3,569,200","39,401,000,000",0,0,10.80,11.35,10.60
30/06/2021,7.47,10.75,-0.25 (-2.27 %)," ","1,052,300","11,409,000,000",0,0,10.70,11.00,10.70
29/06/2021,7.64,11.00,0.20 (1.85 %)," ","3,620,500","39,790,000,000",0,0,10.95,11.25,10.65
28/06/2021,7.50,10.80,-0.15 (-1.37 %)," ","2,182,200","23,828,000,000",0,0,11.00,11.15,10.70
25/06/2021,7.61,10.95,0.65 (6.31 %)," ","2,603,800","27,623,000,000",0,0,10.30,11.00,10.15
24/06/2021,7.15,10.30,-0.25 (-2.37 %)," ","1,346,800","13,984,000,000",0,0,10.55,10.60,10.25
23/06/2021,7.33,10.55,-0.25 (-2.31 %)," ","2,442,600","25,991,000,000",0,0,10.55,10.95,10.40
22/06/2021,7.50,10.80,-0.05 (-0.46 %)," ","2,441,400","26,604,000,000",0,0,11.00,11.15,10.70
21/06/2021,7.54,10.85,-1.00 (-8.44 %)," ","2,389,300","25,805,000,000",0,0,10.50,10.85,10.50
18/06/2021,7.06,11.85,-0.20 (-1.66 %)," ","4,319,300","52,380,000,000",0,0,12.50,12.50,11.60
17/06/2021,7.18,12.05,0.75 (6.64 %)," ","6,859,200","80,898,000,000",0,0,11.30,12.05,11.30
16/06/2021,6.73,11.30,-0.35 (-3.00 %)," ","1,745,900","19,895,000,000",0,0,11.75,11.75,11.15
15/06/2021,6.94,11.65,0.45 (4.02 %)," ","3,213,600","36,916,000,000",0,0,11.20,11.70,11.15
14/06/2021,6.67,11.20,0.55 (5.16 %)," ","4,017,800","44,398,000,000",0,0,10.80,11.35,10.65
11/06/2021,6.34,10.65,0.10 (0.95 %)," ","1,383,500","14,701,000,000",0,0,10.60,10.75,10.50
10/06/2021,6.28,10.55,-0.10 (-0.94 %)," ","1,533,300","16,309,000,000",0,0,10.65,10.90,10.40
09/06/2021,6.34,10.65,0.30 (2.90 %)," ","3,163,000","32,776,000,000",0,0,10.20,11.00,9.80
08/06/2021,6.17,10.35,-0.70 (-6.33 %)," ","2,775,100","29,771,000,000","470,000","5,029,000,000",11.00,11.05,10.30
07/06/2021,6.58,11.05,-0.15 (-1.34 %)," ","2,394,100","27,100,000,000",0,0,11.80,11.80,10.70
04/06/2021,6.67,11.20,0.50 (4.67 %)," ","4,360,200","48,860,000,000",0,0,11.35,11.35,10.80
03/06/2021,6.37,10.70,0.70 (7.00 %)," ","5,559,500","57,468,000,000","470,000","5,029,000,000",10.10,10.70,10.00
02/06/2021,5.96,10.00,-0.35 (-3.38 %)," ","2,528,100","25,422,000,000",0,0,9.80,10.25,9.80
01/06/2021,6.17,10.35,0.67 (6.92 %)," ","2,243,700","23,222,000,000",0,0,10.35,10.35,10.30
31/05/2021,5.77,9.68,0.63 (6.96 %)," ","2,489,000","23,752,000,000",0,0,9.30,9.68,9.30
28/05/2021,5.39,9.05,0.05 (0.56 %)," ","1,219,500","10,941,000,000",0,0,8.90,9.06,8.82
