22/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
21/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
20/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
19/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
14/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
13/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
12/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
08/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
07/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
06/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
05/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
04/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
01/04/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",2,"33,000",0,0,19.30,19.30,19.30,19.30
31/03/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
30/03/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
29/03/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.3,19.30,19.30
28/03/2022,19.30,19.30,19.30,0.00 (0.00 %)," ",0,0,0,0,19.30,19.30,19.30,19.30
25/03/2022,19.30,19.30,19.30,-3.30 (-14.60 %)," ",200,"3,860,000",0,0,22.60,19.3,19.30,19.30
24/03/2022,22.60,22.60,22.60,0.00 (0.00 %)," ",0,0,0,0,22.60,22.60,22.60,22.60
23/03/2022,22.60,22.60,22.60,0.00 (0.00 %)," ",0,0,0,0,22.60,22.6,22.60,22.60
Giá mở cửa,22/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.30,19.30
19.30,,,21/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30
19.3,19.30,19.30,,,20/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0
0,19.30,19.30,19.30,19.30,,,19/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0
0,0,0,19.30,19.3,19.30,19.30,,,14/04/2022,19.30,19.30,19.30,0.00 (0.00 %)
"  ",0,0,0,0,19.30,19.30,19.30,19.30,,,13/04/2022,19.30,19.30
19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.3,19.30,19.30,,,12/04/2022
19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.30,19.30,19.30,
,08/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.3,19.30
19.30,,,07/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30
19.30,19.30,19.30,,,06/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0
0,19.30,19.3,19.30,19.30,,,05/04/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0
0,0,0,19.30,19.30,19.30,19.30,,,04/04/2022,19.30,19.30,19.30,0.00 (0.00 %)
"  ",0,0,0,0,19.30,19.3,19.30,19.30,,,01/04/2022,19.30,19.30
19.30,0.00 (0.00 %),"  ",2,"33,000",0,0,19.30,19.30,19.30,19.30,,,31/03/2022
19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.3,19.30,19.30,
,30/03/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30,19.30,19.30
19.30,,,29/03/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0,0,19.30
19.3,19.30,19.30,,,28/03/2022,19.30,19.30,19.30,0.00 (0.00 %),"  ",0,0,0
0,19.30,19.30,19.30,19.30,,,25/03/2022,19.30,19.30,19.30,-3.30 (-14.60 %),"  ",200
"3,860,000",0,0,22.60,19.3,19.30,19.30,,,24/03/2022,22.60,22.60,22.60,0.00 (0.00 %)
"  ",0,0,0,0,22.60,22.60,22.60,22.60,,,23/03/2022,22.60,22.60
22/02/2022,20.00,20.00,20.00,0.00 (0.00 %)," ",0,0,0,0,20.00,20.00,20.00,20.00
21/02/2022,20.00,20.00,20.00,0.00 (0.00 %)," ",0,0,0,0,20.00,20.0,20.00,20.00
18/02/2022,20.00,20.00,20.00,2.30 (12.99 %)," ",102,"2,040,400",0,0,17.70,20.00,20.00,20.00
17/02/2022,17.70,17.70,17.70,0.00 (0.00 %)," ",0,0,0,0,17.70,17.7,17.70,17.70
16/02/2022,17.70,17.70,17.70,0.00 (0.00 %)," ",0,0,0,0,17.70,17.70,17.70,17.70
15/02/2022,17.70,17.70,17.70,0.00 (0.00 %)," ",0,0,0,0,17.70,17.7,17.70,17.70
14/02/2022,17.70,17.70,17.70,0.00 (0.00 %)," ",0,0,0,0,17.70,17.70,17.70,17.70
11/02/2022,17.70,17.70,17.70,2.30 (14.94 %)," ",300,"5,310,000",0,0,15.40,17.7,17.70,17.70
10/02/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.40,15.40,15.40
09/02/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.4,15.40,15.40
08/02/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.40,15.40,15.40
07/02/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.4,15.40,15.40
28/01/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.40,15.40,15.40
27/01/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.4,15.40,15.40
26/01/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.40,15.40,15.40
25/01/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.4,15.40,15.40
24/01/2022,15.40,15.40,15.40,0.00 (0.00 %)," ",0,0,0,0,15.40,15.40,15.40,15.40
21/01/2022,15.40,15.40,15.40,2.00 (14.93 %)," ",400,"6,160,000",0,0,13.40,15.4,15.40,15.40
20/01/2022,13.40,13.40,13.40,0.00 (0.00 %)," ",0,0,0,0,13.40,13.40,13.40,13.40
19/01/2022,13.40,13.40,13.40,0.00 (0.00 %)," ",0,0,0,0,13.40,13.4,13.40,13.40
18/01/2022,13.40,13.40,13.40,0.00 (0.00 %)," ",0,0,0,0,13.40,13.40,13.40,13.40
14/01/2022,13.40,13.40,13.40,1.70 (14.53 %)," ",100,"1,340,000",0,0,11.70,13.4,13.40,13.40
13/01/2022,11.70,11.70,11.70,0.00 (0.00 %)," ",0,0,0,0,11.70,11.70,11.70,11.70
12/01/2022,11.70,11.70,11.70,0.00 (0.00 %)," ",0,0,0,0,11.70,11.7,11.70,11.70
11/01/2022,11.70,11.70,11.70,0.00 (0.00 %)," ",0,0,0,0,11.70,11.70,11.70,11.70
10/01/2022,11.70,11.70,11.70,0.00 (0.00 %)," ",0,0,0,0,11.70,11.7,11.70,11.70
07/01/2022,11.70,11.70,11.70,1.50 (14.71 %)," ",100,"1,170,000",0,0,10.20,11.70,11.70,11.70
06/01/2022,10.20,10.20,10.20,0.00 (0.00 %)," ",0,0,0,0,10.20,10.2,10.20,10.20
05/01/2022,10.20,10.20,10.20,0.00 (0.00 %)," ",0,0,0,0,10.20,10.20,10.20,10.20
04/01/2022,10.20,10.20,10.20,0.00 (0.00 %)," ",0,0,0,0,10.20,10.2,10.20,10.20
31/12/2021,10.30,10.30,10.30,1.30 (14.44 %)," ","2,169","22,014,800",0,0,9.00,10.00,10.30,10.00
30/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.0,9.00,9.00
29/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.00,9.00,9.00
28/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.0,9.00,9.00
27/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.00,9.00,9.00
24/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.0,9.00,9.00
23/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.00,9.00,9.00
22/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.0,9.00,9.00
21/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.00,9.00,9.00
20/12/2021,9.00,9.00,9.00,0.00 (0.00 %)," ",0,0,0,0,9.00,9.0,9.00,9.00
17/12/2021,9.00,9.00,9.00,0.90 (11.11 %)," ",300,"2,700,000",0,0,8.10,9.00,9.00,9.00
16/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.1,8.10,8.10
15/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.10,8.10,8.10
14/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.1,8.10,8.10
13/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.10,8.10,8.10
10/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",6,"41,400",0,0,8.10,8.1,8.10,8.10
09/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.10,8.10,8.10
08/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.1,8.10,8.10
07/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.10,8.10,8.10
06/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.1,8.10,8.10
03/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",105,"856,500",0,0,8.10,8.10,8.10,8.10
02/12/2021,8.10,8.10,8.10,0.00 (0.00 %)," ",0,0,0,0,8.10,8.1,8.10,8.10
