22/04/2022,21.05,21.05,-0.05 (-0.24 %)," ",200,"4,000,000",0,0,21.05,21.05,21.05
21/04/2022,21.10,21.10,0.20 (0.96 %)," ",400,"8,000,000",0,0,21.95,21.95,21.10
20/04/2022,20.85,20.85,-0.20 (-0.95 %)," ","7,900","161,000,000",0,0,21.70,21.70,19.60
19/04/2022,21.05,21.05,-1.55 (-6.86 %)," ","1,500","31,000,000",0,0,21.05,22.00,21.05
18/04/2022,22.60,22.60,-0.40 (-1.74 %)," ",800,"17,000,000",0,0,22.00,22.60,21.40
15/04/2022,22.95,22.95,0.35 (1.55 %)," ","7,100","159,000,000",0,0,23.15,23.15,21.05
14/04/2022,22.60,22.60,-0.80 (-3.42 %)," ","6,300","142,000,000",0,0,21.80,23.15,21.80
13/04/2022,23.40,23.40,-0.50 (-2.09 %)," ",100,"2,000,000",0,0,23.40,23.40,23.40
12/04/2022,23.90,23.90,0.00 (0.00 %)," ",0,0,0,0,23.90,23.90,23.90
08/04/2022,23.90,23.90,1.00 (4.37 %)," ","2,700","62,000,000",0,0,21.35,24.10,21.35
07/04/2022,22.85,22.85,-0.95 (-3.99 %)," ","6,400","146,000,000",0,0,24.15,24.15,22.10
06/04/2022,23.75,23.75,-0.55 (-2.26 %)," ","4,300","99,000,000",0,0,22.60,24.25,22.60
05/04/2022,24.30,24.30,-1.00 (-3.95 %)," ","3,400","81,000,000",0,0,23.60,24.90,23.50
04/04/2022,25.25,25.25,1.45 (6.09 %)," ","11,200","261,000,000",0,0,23.60,25.35,22.10
01/04/2022,23.75,23.75,-0.55 (-2.26 %)," ","7,300","168,000,000",0,0,22.60,23.75,22.60
31/03/2022,24.30,24.30,1.50 (6.58 %)," ","7,500","164,000,000",0,0,21.85,24.30,21.25
30/03/2022,22.80,22.80,-0.20 (-0.87 %)," ","4,600","104,000,000",0,0,23.00,23.80,21.40
29/03/2022,23.00,23.00,-1.20 (-4.96 %)," ","6,000","138,000,000",0,0,23.95,23.95,22.55
28/03/2022,24.20,24.20,1.40 (6.14 %)," ","9,800","214,000,000",0,0,21.95,24.30,21.25
25/03/2022,22.80,22.80,0.90 (4.11 %)," ","10,700","228,000,000",0,0,20.90,23.00,20.90
"                GD khớp lệnh"
"                GD thỏa thuận"
"                Giá mở cửa               "
"                Giá cao nhất"
"                Giá thấp nhất"
"                KL  đợt 1"
"                KL  đợt 2"
"                KL  đợt 3"
"            "
"            "
"                KL"
"                GT"
"                KL"
"                GT"
"                 "
"       "
"    "
"        "
,,22/04/2022
,,21.05
,,21.05
,,-0.05 (-0.24 %)
,,"  "
,,200
,,"4,000,000"
,,0
,,0
,,21.05
,,21.05
,,21.05
,,0
,,0
,,0
,
,
"    "
"        "
,,21/04/2022
,,21.10
,,21.10
,,0.20 (0.96 %)
,,"  "
,,400
,,"8,000,000"
,,0
,,0
,,21.95
,,21.95
,,21.10
,,0
,,0
,,0
,
,
"    "
"        "
,,20/04/2022
,,20.85
,,20.85
,,-0.20 (-0.95 %)
,,"  "
,,"7,900"
,,"161,000,000"
,,0
,,0
,,21.70
,,21.70
,,19.60
,,0
,,0
,,0
,
,
"    "
"        "
,,19/04/2022
,,21.05
,,21.05
,,-1.55 (-6.86 %)
,,"  "
,,"1,500"
,,"31,000,000"
,,0
,,0
,,21.05
,,22.00
,,21.05
,,0
,,0
,,0
,
,
"    "
"        "
,,18/04/2022
,,22.60
,,22.60
,,-0.40 (-1.74 %)
,,"  "
,,800
,,"17,000,000"
,,0
,,0
,,22.00
,,22.60
,,21.40
,,0
,,0
,,0
,
,
"    "
"        "
,,15/04/2022
,,22.95
,,22.95
,,0.35 (1.55 %)
,,"  "
,,"7,100"
,,"159,000,000"
,,0
,,0
,,23.15
,,23.15
,,21.05
,,0
,,0
,,0
,
,
"    "
"        "
,,14/04/2022
,,22.60
,,22.60
,,-0.80 (-3.42 %)
,,"  "
,,"6,300"
,,"142,000,000"
,,0
,,0
,,21.80
,,23.15
,,21.80
,,0
,,0
,,0
,
,
"    "
"        "
,,13/04/2022
,,23.40
,,23.40
,,-0.50 (-2.09 %)
,,"  "
,,100
,,"2,000,000"
,,0
,,0
,,23.40
,,23.40
,,23.40
,,0
,,0
,,0
,
,
"    "
"        "
,,12/04/2022
,,23.90
,,23.90
,,0.00 (0.00 %)
,,"  "
,,0
,,0
,,0
,,0
,,23.90
,,23.90
,,23.90
,,0
,,0
,,0
,
,
"    "
"        "
,,08/04/2022
,,23.90
,,23.90
,,1.00 (4.37 %)
,,"  "
,,"2,700"
,,"62,000,000"
,,0
,,0
,,21.35
,,24.10
,,21.35
,,0
,,0
,,0
,
,
"    "
"        "
,,07/04/2022
,,22.85
,,22.85
,,-0.95 (-3.99 %)
,,"  "
,,"6,400"
,,"146,000,000"
,,0
,,0
,,24.15
,,24.15
,,22.10
,,0
,,0
,,0
,
,
"    "
"        "
,,06/04/2022
,,23.75
,,23.75
,,-0.55 (-2.26 %)
,,"  "
,,"4,300"
,,"99,000,000"
,,0
,,0
,,22.60
,,24.25
,,22.60
,,0
