date,recalibrate,close,change,KLKL,GTKL,KLTT,GTTT,Open,Highest,Lowest
12/05/2021,12.56,16.25,0.80 (5.18 %)," ","1,389,700","21,468,000,000",0,0,14.90,16.40,14.90
11/05/2021,11.94,15.45,0.60 (4.04 %)," ","597,600","9,196,000,000",0,0,15.30,15.60,15.20
10/05/2021,11.48,14.85,0.95 (6.83 %)," ","399,400","5,746,000,000",0,0,13.70,14.85,13.70
07/05/2021,10.74,13.90,0.05 (0.36 %)," ","103,400","1,416,000,000",0,0,13.85,13.90,13.40
06/05/2021,10.70,13.85,0.00 (0.00 %)," ","113,800","1,571,000,000",0,0,13.85,14.10,13.70
05/05/2021,10.70,13.85,0.35 (2.59 %)," ","152,800","2,087,000,000",0,0,13.50,14.05,13.40
04/05/2021,10.43,13.50,-0.30 (-2.17 %)," ","183,800","2,454,000,000",0,0,13.10,13.65,13.10
29/04/2021,10.67,13.80,-0.35 (-2.47 %)," ","117,900","1,645,000,000",0,0,14.20,14.40,13.80
28/04/2021,10.94,14.15,0.15 (1.07 %)," ","67,100","949,000,000",0,0,14.00,14.45,14.00
27/04/2021,10.82,14.00,-0.50 (-3.45 %)," ","117,700","1,669,000,000",0,0,14.50,14.50,14.00
26/04/2021,11.21,14.50,0.50 (3.57 %)," ","312,200","4,600,000,000",0,0,14.95,14.95,14.30
23/04/2021,10.82,14.00,0.45 (3.32 %)," ","130,300","1,823,000,000",0,0,13.95,14.20,13.50
22/04/2021,10.47,13.55,0.15 (1.12 %)," ","250,100","3,461,000,000",0,0,13.40,14.30,13.30
20/04/2021,10.36,13.40,-0.60 (-4.29 %)," ","124,100","1,720,000,000",0,0,14.20,14.20,13.40
19/04/2021,10.82,14.00,-0.15 (-1.06 %)," ","128,800","1,838,000,000",0,0,14.15,14.80,14.00
16/04/2021,10.94,14.15,-0.80 (-5.35 %)," ","203,800","2,897,000,000",0,0,14.30,14.60,13.95
15/04/2021,11.55,14.95,-0.15 (-0.99 %)," ","145,200","2,204,000,000",0,0,15.10,15.70,14.55
14/04/2021,11.67,15.10,-0.40 (-2.58 %)," ","222,800","3,356,000,000",0,0,15.20,15.50,14.75
13/04/2021,11.98,15.50,-0.80 (-4.91 %)," ","201,300","3,190,000,000",0,0,16.20,16.30,15.50
12/04/2021,12.60,16.30,-0.20 (-1.21 %)," ","159,000","2,591,000,000",0,0,16.50,16.50,16.20
09/04/2021,12.75,16.50,0.05 (0.30 %)," ","51,500","847,000,000",0,0,16.45,16.50,16.40
08/04/2021,12.71,16.45,0.10 (0.61 %)," ","84,200","1,385,000,000",0,0,16.40,16.70,16.35
07/04/2021,12.64,16.35,-0.15 (-0.91 %)," ","91,800","1,496,000,000",0,0,16.70,16.70,16.20
06/04/2021,12.75,16.50,0.10 (0.61 %)," ","136,200","2,253,000,000",0,0,16.40,16.90,16.40
05/04/2021,12.68,16.40,-0.45 (-2.67 %)," ","126,000","2,062,000,000",0,0,16.90,17.00,16.00
02/04/2021,13.02,16.85,-0.05 (-0.30 %)," ","142,600","2,416,000,000",0,0,16.90,17.15,16.80
01/04/2021,13.06,16.90,0.50 (3.05 %)," ","137,400","2,321,000,000",0,0,16.45,17.20,16.45
31/03/2021,12.68,16.40,-0.05 (-0.30 %)," ","63,300","1,040,000,000",0,0,16.45,16.60,16.30
30/03/2021,12.71,16.45,-0.05 (-0.30 %)," ","54,200","889,000,000",0,0,16.50,16.50,16.30
29/03/2021,12.75,16.50,0.00 (0.00 %)," ","107,800","1,770,000,000",0,0,16.50,16.60,16.10
26/03/2021,12.75,16.50,0.50 (3.13 %)," ","182,100","2,909,000,000",0,0,15.80,16.60,15.60
25/03/2021,12.37,16.00,-0.45 (-2.74 %)," ","322,000","5,153,000,000",0,0,16.60,16.90,15.60
24/03/2021,12.71,16.45,-0.80 (-4.64 %)," ","179,500","2,981,000,000",0,0,16.80,17.15,16.20
23/03/2021,13.33,17.25,-0.20 (-1.15 %)," ","246,400","4,233,000,000",0,0,17.40,17.40,17.05
22/03/2021,13.49,17.45,-0.65 (-3.59 %)," ","185,400","3,265,000,000",0,0,18.00,18.00,17.30
19/03/2021,13.99,18.10,0.10 (0.56 %)," ","234,900","4,277,000,000",0,0,17.70,18.50,17.70
18/03/2021,13.91,18.00,-0.50 (-2.70 %)," ","140,100","2,508,000,000",0,0,18.50,18.60,17.25
17/03/2021,14.30,18.50,1.00 (5.71 %)," ","437,600","7,656,000,000",0,0,17.50,18.50,16.70
16/03/2021,13.83,17.90,-0.60 (-3.24 %)," ","573,400","10,177,000,000",0,0,18.30,18.50,17.25
15/03/2021,14.30,18.50,-0.40 (-2.12 %)," ","320,400","6,029,000,000",0,0,19.30,19.30,18.50
12/03/2021,14.61,18.90,-0.75 (-3.82 %)," ","228,600","4,365,000,000",0,0,19.65,19.65,18.60
11/03/2021,15.19,19.65,0.90 (4.80 %)," ","354,900","6,912,000,000",0,0,19.50,19.90,19.00
10/03/2021,14.49,18.75,1.20 (6.84 %)," ","463,100","8,522,000,000",0,0,18.00,18.75,17.70
09/03/2021,13.56,17.55,0.65 (3.85 %)," ","442,900","7,618,000,000",0,0,17.40,17.60,16.50
08/03/2021,13.06,16.90,1.10 (6.96 %)," ","341,000","5,670,000,000",0,0,16.80,16.90,16.00
05/03/2021,12.21,15.80,0.05 (0.32 %)," ","237,400","3,575,000,000",0,0,15.30,15.80,14.70
04/03/2021,12.17,15.75,-0.65 (-3.96 %)," ","265,700","4,226,000,000",0,0,16.40,16.40,15.40
03/03/2021,12.68,16.40,-0.10 (-0.61 %)," ","357,400","5,954,000,000",0,0,16.50,17.15,16.40
02/03/2021,12.75,16.50,0.75 (4.76 %)," ","314,400","5,202,000,000",0,0,16.80,16.80,15.80
01/03/2021,12.17,15.75,1.00 (6.78 %)," ","158,100","2,461,000,000",0,0,14.75,15.75,14.75
26/02/2021,11.40,14.75,0.30 (2.08 %)," ","188,400","2,714,000,000",0,0,14.30,15.20,13.60
25/02/2021,11.17,14.45,-0.55 (-3.67 %)," ","468,100","6,722,000,000",0,0,15.20,15.20,14.00
24/02/2021,11.59,15.00,0.90 (6.38 %)," ","200,300","2,888,000,000",0,0,14.10,15.05,14.10
23/02/2021,10.90,14.10,0.20 (1.44 %)," ","229,500","3,236,000,000",0,0,13.70,14.45,13.70
22/02/2021,10.74,13.90,0.65 (4.91 %)," ","512,300","7,064,000,000",0,0,14.00,14.10,13.65
19/02/2021,10.24,13.25,-0.10 (-0.75 %)," ","157,400","2,093,000,000",0,0,13.35,13.60,13.10
18/02/2021,10.32,13.35,0.20 (1.52 %)," ","333,500","4,436,000,000",0,0,13.10,13.50,13.00
17/02/2021,10.16,13.15,0.55 (4.37 %)," ","61,900","814,000,000",0,0,12.60,13.35,12.60
09/02/2021,9.74,12.60,0.30 (2.44 %)," ","13,600","169,000,000",0,0,12.40,12.60,12.40
08/02/2021,9.51,12.30,-0.25 (-1.99 %)," ","18,400","224,000,000",0,0,12.55,12.55,12.00
05/02/2021,9.70,12.55,-0.25 (-1.95 %)," ","25,700","324,000,000",0,0,12.50,12.75,12.50
04/02/2021,9.89,12.80,0.00 (0.00 %)," ","22,600","288,000,000",0,0,12.75,13.00,12.35
03/02/2021,9.89,12.80,0.20 (1.59 %)," ","41,600","512,000,000",0,0,12.00,13.00,12.00
02/02/2021,9.74,12.60,-0.05 (-0.40 %)," ","19,900","249,000,000",0,0,13.15,13.15,11.90
01/02/2021,9.78,12.65,-0.50 (-3.80 %)," ","65,400","811,000,000",0,0,12.85,12.90,12.25
29/01/2021,10.16,13.15,0.10 (0.77 %)," ","47,600","603,000,000",0,0,12.15,13.30,12.15
28/01/2021,10.09,13.05,-0.95 (-6.79 %)," ","20,100","264,000,000",0,0,13.50,13.50,13.05
27/01/2021,10.82,14.00,-0.10 (-0.71 %)," ","68,700","973,000,000",0,0,14.30,14.90,13.30
26/01/2021,10.90,14.10,0.70 (5.22 %)," ","93,400","1,324,000,000",0,0,14.30,14.30,13.40
25/01/2021,10.36,13.40,0.85 (6.77 %)," ","93,500","1,244,000,000",0,0,12.40,13.40,12.40
22/01/2021,9.70,12.55,0.65 (5.46 %)," ","68,400","850,000,000",0,0,12.10,12.60,12.00
21/01/2021,9.20,11.90,-0.10 (-0.83 %)," ","49,800","587,000,000",0,0,12.40,12.40,11.50
20/01/2021,9.27,12.00,0.20 (1.69 %)," ","73,600","845,000,000",0,0,11.30,12.00,11.30
19/01/2021,9.12,11.80,-0.65 (-5.22 %)," ","37,700","463,000,000",0,0,12.25,12.70,11.80
18/01/2021,9.62,12.45,-0.55 (-4.23 %)," ","113,600","1,392,000,000",0,0,12.15,12.60,12.10
15/01/2021,10.05,13.00,0.85 (7.00 %)," ","119,000","1,546,000,000",0,0,13.00,13.00,12.20
14/01/2021,9.39,12.15,0.75 (6.58 %)," ","109,800","1,333,000,000",0,0,12.15,12.15,12.00
13/01/2021,8.81,11.40,0.70 (6.54 %)," ","291,000","3,291,000,000",0,0,10.70,11.40,10.70
12/01/2021,8.27,10.70,0.00 (0.00 %)," ","13,600","146,000,000",0,0,10.70,10.80,10.70
11/01/2021,8.27,10.70,0.15 (1.42 %)," ","22,700","244,000,000",0,0,10.60,11.00,10.60
08/01/2021,8.15,10.55,0.15 (1.44 %)," ","13,600","143,000,000",0,0,10.50,10.55,10.40
07/01/2021,8.04,10.40,0.15 (1.46 %)," ","16,900","174,000,000",0,0,10.25,10.40,10.25
06/01/2021,7.92,10.25,0.05 (0.49 %)," ","10,900","112,000,000",0,0,10.20,10.30,10.20
05/01/2021,7.88,10.20,0.05 (0.49 %)," ","14,700","150,000,000",0,0,10.20,10.20,10.15
04/01/2021,7.84,10.15,-0.05 (-0.49 %)," ","8,400","85,000,000",0,0,10.20,10.20,10.10
31/12/2020,7.88,10.20,-0.35 (-3.32 %)," ","12,460","130,000,000",0,0,9.85,10.50,9.85
30/12/2020,8.15,10.55,0.00 (0.00 %)," ","14,160","148,000,000",0,0,10.55,10.55,10.00
29/12/2020,8.15,10.55,0.25 (2.43 %)," ","12,530","132,000,000",0,0,10.60,10.60,10.50
28/12/2020,7.96,10.30,-0.10 (-0.96 %)," ","12,350","126,000,000",0,0,10.40,10.40,10.00
25/12/2020,8.04,10.40,-0.20 (-1.89 %)," ","11,960","125,000,000",0,0,10.50,10.60,10.40
24/12/2020,8.19,10.60,0.00 (0.00 %)," ",80,"1,000,000",0,0,10.60,10.60,10.60
23/12/2020,8.19,10.60,-0.05 (-0.47 %)," ","8,470","90,000,000",0,0,10.35,10.65,10.35
22/12/2020,8.23,10.65,-0.15 (-1.39 %)," ","9,760","104,000,000",0,0,10.80,10.80,10.50
21/12/2020,8.35,10.80,-0.05 (-0.46 %)," ","15,460","164,000,000",0,0,10.80,10.80,10.50
18/12/2020,8.39,10.85,0.35 (3.33 %)," ","36,010","377,000,000",0,0,9.91,11.20,9.91
17/12/2020,8.12,10.50,-0.75 (-6.67 %)," ","130,410","1,380,000,000",0,0,10.70,10.75,10.50
16/12/2020,8.70,11.25,0.00 (0.00 %)," ","13,750","162,000,000",0,0,12.00,12.00,11.25
15/12/2020,8.70,11.25,0.70 (6.64 %)," ","63,190","710,000,000",0,0,11.25,11.25,11.15
14/12/2020,8.15,10.55,0.65 (6.57 %)," ","46,610","483,000,000",0,0,10.55,10.55,9.90
11/12/2020,7.65,9.90,0.10 (1.02 %)," ","9,910","98,000,000",0,0,9.90,9.90,9.83
10/12/2020,7.57,9.80,-0.15 (-1.51 %)," ","7,710","76,000,000",0,0,9.90,9.90,9.80
09/12/2020,7.69,9.95,0.00 (0.00 %)," ","13,510","134,000,000",0,0,9.95,9.95,9.90
08/12/2020,7.69,9.95,-0.05 (-0.50 %)," ","10,790","107,000,000",0,0,9.95,9.95,9.90
07/12/2020,7.73,10.00,-0.10 (-0.99 %)," ","7,250","73,000,000",0,0,10.00,10.05,10.00
04/12/2020,7.81,10.10,0.10 (1.00 %)," ","12,850","129,000,000",0,0,10.00,10.10,9.90
03/12/2020,7.73,10.00,-0.05 (-0.50 %)," ","9,220","92,000,000",0,0,10.05,10.05,9.80
02/12/2020,7.77,10.05,0.05 (0.50 %)," ","14,450","144,000,000",0,0,9.95,10.05,9.90
01/12/2020,7.73,10.00,0.00 (0.00 %)," ","9,850","98,000,000",0,0,10.00,10.00,9.95
30/11/2020,7.73,10.00,0.19 (1.94 %)," ","27,350","273,000,000",0,0,9.90,10.05,9.70
27/11/2020,7.58,9.81,-0.24 (-2.39 %)," ","11,420","113,000,000",0,0,9.37,10.00,9.37
26/11/2020,7.77,10.05,0.05 (0.50 %)," ","7,540","76,000,000",0,0,10.00,10.05,10.00
25/11/2020,7.73,10.00,-0.15 (-1.48 %)," ","10,750","109,000,000",0,0,9.58,10.20,9.58
23/11/2020,7.96,10.30,-0.20 (-1.90 %)," ","16,370","171,000,000",0,0,10.30,10.55,10.20
20/11/2020,8.12,10.50,0.10 (0.96 %)," ","11,630","122,000,000",0,0,10.45,10.50,10.45
19/11/2020,8.04,10.40,0.20 (1.96 %)," ","10,760","111,000,000",0,0,10.25,10.40,10.25
18/11/2020,7.88,10.20,0.20 (2.00 %)," ","18,900","188,000,000",0,0,10.00,10.20,9.70
17/11/2020,7.73,10.00,0.25 (2.56 %)," ","13,370","131,000,000",0,0,9.78,10.00,9.78
16/11/2020,7.54,9.75,0.05 (0.52 %)," ","13,220","129,000,000",0,0,9.50,9.75,9.50
13/11/2020,7.50,9.70,0.20 (2.11 %)," ","12,330","119,000,000",0,0,9.70,9.70,9.60
12/11/2020,7.34,9.50,0.00 (0.00 %)," ","13,960","132,000,000",0,0,9.45,9.50,9.45
11/11/2020,7.34,9.50,0.08 (0.85 %)," ","16,170","153,000,000",0,0,9.44,9.50,9.40
10/11/2020,7.28,9.42,0.02 (0.21 %)," ","15,330","144,000,000",0,0,9.40,9.42,9.40
09/11/2020,7.27,9.40,-0.02 (-0.21 %)," ","18,230","171,000,000",0,0,9.30,9.40,9.30
06/11/2020,7.28,9.42,0.02 (0.21 %)," ","14,800","139,000,000",0,0,9.31,9.42,9.31
05/11/2020,7.27,9.40,-0.05 (-0.53 %)," ","17,080","160,000,000",0,0,9.45,9.45,9.30
04/11/2020,7.30,9.45,0.08 (0.85 %)," ","17,480","164,000,000",0,0,9.38,9.45,9.38
03/11/2020,7.24,9.37,0.01 (0.11 %)," ","16,100","150,000,000",0,0,9.27,9.37,9.01
02/11/2020,7.23,9.36,-0.02 (-0.21 %)," ","17,070","160,000,000","120,000","1,047,600,000",9.38,9.38,9.35
30/10/2020,7.25,9.38,0.06 (0.64 %)," ","18,260","171,000,000",0,0,9.70,9.70,9.30
29/10/2020,7.20,9.32,0.02 (0.22 %)," ","11,080","103,000,000",0,0,9.30,9.33,9.30
28/10/2020,7.19,9.30,-0.05 (-0.53 %)," ","12,570","117,000,000",0,0,9.35,9.37,8.80
27/10/2020,7.23,9.35,0.00 (0.00 %)," ","14,610","137,000,000",0,0,9.35,9.38,9.20
26/10/2020,7.23,9.35,0.00 (0.00 %)," ","19,650","183,000,000",0,0,9.35,9.37,8.71
23/10/2020,7.23,9.35,0.06 (0.65 %)," ","15,760","147,000,000",0,0,9.29,9.40,9.29
22/10/2020,7.18,9.29,0.00 (0.00 %)," ","12,980","121,000,000",0,0,9.29,9.30,9.29
21/10/2020,7.18,9.29,0.04 (0.43 %)," ","12,510","116,000,000",0,0,9.25,9.30,9.25
20/10/2020,7.15,9.25,0.05 (0.54 %)," ","19,730","182,000,000",0,0,9.10,9.25,9.10
19/10/2020,7.11,9.20,-0.05 (-0.54 %)," ","35,960","331,000,000",0,0,9.25,9.27,9.00
16/10/2020,7.15,9.25,0.06 (0.65 %)," ","15,510","142,000,000",0,0,9.25,9.25,9.00
15/10/2020,7.10,9.19,-0.01 (-0.11 %)," ","21,230","195,000,000",0,0,9.00,9.25,9.00
14/10/2020,7.11,9.20,0.00 (0.00 %)," ","17,280","158,000,000",0,0,9.20,9.25,9.00
13/10/2020,7.11,9.20,0.10 (1.10 %)," ","15,610","143,000,000",0,0,8.50,9.28,8.50
12/10/2020,7.03,9.10,-0.03 (-0.33 %)," ","13,630","123,000,000",0,0,9.13,9.13,9.05
09/10/2020,7.06,9.13,0.00 (0.00 %)," ","13,850","126,000,000",0,0,9.05,9.13,9.05
08/10/2020,7.06,9.13,0.00 (0.00 %)," ","15,210","139,000,000",0,0,9.12,9.13,9.12
07/10/2020,7.06,9.13,0.03 (0.33 %)," ","17,900","163,000,000",0,0,9.10,9.15,9.10
06/10/2020,7.03,9.10,0.10 (1.11 %)," ","23,740","214,000,000",0,0,9.00,9.10,9.00
05/10/2020,6.96,9.00,0.00 (0.00 %)," ","13,850","125,000,000",0,0,9.00,9.00,8.99
02/10/2020,6.96,9.00,-0.01 (-0.11 %)," ","15,280","138,000,000",0,0,9.00,9.01,9.00
01/10/2020,6.96,9.01,0.00 (0.00 %)," ","21,250","191,000,000",0,0,9.00,9.01,9.00
30/09/2020,6.96,9.01,-0.01 (-0.11 %)," ","13,310","120,000,000",0,0,9.00,9.01,8.90
29/09/2020,6.97,9.02,0.00 (0.00 %)," ","17,370","156,000,000",0,0,9.01,9.02,9.00
28/09/2020,6.97,9.02,0.02 (0.22 %)," ","18,030","162,000,000",0,0,9.00,9.02,8.99
25/09/2020,6.96,9.00,0.01 (0.11 %)," ","21,040","189,000,000",0,0,8.95,9.00,8.95
24/09/2020,6.95,8.99,0.00 (0.00 %)," ","14,460","130,000,000",0,0,8.85,8.99,8.85
23/09/2020,6.95,8.99,0.04 (0.45 %)," ","22,680","204,000,000",0,0,8.95,9.00,8.95
22/09/2020,6.92,8.95,-0.05 (-0.56 %)," ","10,430","94,000,000",0,0,9.03,9.03,8.95
21/09/2020,6.96,9.00,-0.02 (-0.22 %)," ","8,370","75,000,000",0,0,9.02,9.02,8.92
18/09/2020,6.97,9.02,0.02 (0.22 %)," ","19,510","175,000,000",0,0,8.99,9.02,8.82
17/09/2020,6.96,9.00,0.18 (2.04 %)," ","22,260","199,000,000",0,0,8.82,9.01,8.82
16/09/2020,6.82,8.82,-0.16 (-1.78 %)," ","25,580","229,000,000",0,0,8.95,8.99,8.82
15/09/2020,6.94,8.98,0.08 (0.90 %)," ","15,450","138,000,000",0,0,8.88,8.99,8.85
14/09/2020,6.88,8.90,0.22 (2.53 %)," ","14,350","127,000,000",0,0,8.63,8.90,8.20
11/09/2020,6.71,8.68,0.08 (0.93 %)," ","17,410","151,000,000",0,0,8.65,8.70,8.60
10/09/2020,6.65,8.60,-0.28 (-3.15 %)," ","29,840","262,000,000",0,0,8.86,8.88,8.50
09/09/2020,6.86,8.88,0.18 (2.07 %)," ","17,150","152,000,000",0,0,8.70,8.88,8.70
08/09/2020,6.72,8.70,-0.26 (-2.90 %)," ","14,880","134,000,000",0,0,9.00,9.00,8.70
07/09/2020,6.93,8.96,-0.07 (-0.78 %)," ","15,870","143,000,000",0,0,9.03,9.03,8.96
04/09/2020,6.98,9.03,-0.02 (-0.22 %)," ","19,900","180,000,000",0,0,8.90,9.04,8.90
03/09/2020,6.99,9.05,0.10 (1.12 %)," ","18,040","162,000,000",0,0,8.90,9.05,8.90
01/09/2020,6.92,8.95,0.02 (0.22 %)," ","13,940","124,000,000",0,0,8.63,8.97,8.63
31/08/2020,6.90,8.93,-0.07 (-0.78 %)," ","13,870","125,000,000",0,0,9.06,9.07,8.75
28/08/2020,6.96,9.00,0.04 (0.45 %)," ","19,340","174,000,000",0,0,8.95,9.05,8.88
27/08/2020,6.93,8.96,-0.22 (-2.40 %)," ","20,010","179,000,000",0,0,8.80,8.99,8.80
26/08/2020,7.10,9.18,0.00 (0.00 %)," ","20,770","186,000,000",0,0,8.55,9.18,8.55
25/08/2020,7.10,9.18,0.28 (3.15 %)," ","19,150","177,000,000",0,0,8.90,9.35,8.90
24/08/2020,6.88,8.90,-0.10 (-1.11 %)," ","32,960","291,000,000",0,0,8.39,9.30,8.39
21/08/2020,6.96,9.00,-0.27 (-2.91 %)," ","16,080","143,000,000",0,0,8.99,9.01,8.60
20/08/2020,6.51,9.27,0.02 (0.22 %)," ","16,920","157,000,000",0,0,9.20,9.40,8.63
19/08/2020,6.50,9.25,-0.35 (-3.65 %)," ","30,220","283,000,000",0,0,9.30,9.59,9.20
18/08/2020,6.75,9.60,-0.05 (-0.52 %)," ","20,550","190,000,000",0,0,9.00,9.70,9.00
17/08/2020,6.78,9.65,0.38 (4.10 %)," ","33,440","321,000,000",0,0,9.65,9.90,9.28
14/08/2020,6.51,9.27,-0.03 (-0.32 %)," ","22,430","208,000,000",0,0,9.20,9.30,9.19
13/08/2020,6.53,9.30,-0.08 (-0.85 %)," ","20,370","190,000,000",0,0,9.30,9.35,9.30
12/08/2020,6.59,9.38,0.19 (2.07 %)," ","39,660","368,000,000",0,0,9.19,9.40,9.17
11/08/2020,6.46,9.19,-0.01 (-0.11 %)," ","38,230","350,000,000",0,0,9.11,9.20,9.03
10/08/2020,6.46,9.20,0.00 (0.00 %)," ","1,880","17,000,000",0,0,9.20,9.20,9.10
07/08/2020,6.46,9.20,0.19 (2.11 %)," ","29,820","274,000,000","32,000","288,000,000",9.21,9.23,9.10
06/08/2020,6.33,9.01,-0.12 (-1.31 %)," ","23,020","212,000,000",0,0,9.11,9.28,8.85
05/08/2020,6.42,9.13,-0.17 (-1.83 %)," ","39,850","370,000,000",0,0,9.25,9.30,9.13
04/08/2020,6.53,9.30,0.05 (0.54 %)," ","20,740","190,000,000",0,0,9.33,9.33,9.00
03/08/2020,6.50,9.25,0.00 (0.00 %)," ","49,300","455,000,000",0,0,9.28,9.29,8.83
31/07/2020,6.50,9.25,-0.03 (-0.32 %)," ","53,750","486,000,000",0,0,8.65,9.28,8.64
30/07/2020,6.52,9.28,-0.17 (-1.80 %)," ","39,060","359,000,000",0,0,9.00,9.35,8.79
29/07/2020,6.64,9.45,0.05 (0.53 %)," ","57,310","548,000,000",0,0,9.79,9.79,9.40
28/07/2020,6.60,9.40,0.23 (2.51 %)," ","29,540","273,000,000",0,0,8.53,9.53,8.53
27/07/2020,6.44,9.17,-0.68 (-6.90 %)," ","63,380","648,000,000",0,0,9.45,10.45,9.17
24/07/2020,6.92,9.85,-0.20 (-1.99 %)," ","70,170","723,000,000",0,0,9.90,10.70,9.85
23/07/2020,7.06,10.05,-0.75 (-6.94 %)," ","130,410","1,352,000,000",0,0,11.00,11.00,10.05
22/07/2020,7.59,10.80,-0.70 (-6.09 %)," ","64,170","727,000,000",0,0,11.55,11.55,10.80
21/07/2020,8.08,11.50,-0.10 (-0.86 %)," ","101,940","1,184,000,000",0,0,11.70,11.90,11.30
20/07/2020,8.15,11.60,0.00 (0.00 %)," ","118,300","1,389,000,000",0,0,11.60,12.10,11.30
17/07/2020,8.15,11.60,0.35 (3.11 %)," ","178,740","2,096,000,000",0,0,12.00,12.00,11.50
16/07/2020,7.90,11.25,0.70 (6.64 %)," ","207,210","2,301,000,000",0,0,11.25,11.25,10.00
15/07/2020,7.41,10.55,0.66 (6.67 %)," ","145,150","1,509,000,000",0,0,9.78,10.55,9.62
14/07/2020,6.95,9.89,-0.01 (-0.10 %)," ","2,380","24,000,000",0,0,9.89,9.90,9.61
13/07/2020,6.96,9.90,0.10 (1.02 %)," ","1,640","16,000,000",0,0,9.94,9.94,9.89
10/07/2020,6.89,9.80,-0.06 (-0.61 %)," ","4,100","40,000,000",0,0,9.81,9.81,9.60
09/07/2020,6.93,9.86,0.16 (1.65 %)," ","1,380","14,000,000",0,0,9.70,10.20,9.70
08/07/2020,6.82,9.70,0.01 (0.10 %)," ","2,620","26,000,000",0,0,9.80,9.80,9.70
07/07/2020,6.81,9.69,-0.04 (-0.41 %)," ","1,410","14,000,000",0,0,9.73,9.85,9.60
06/07/2020,6.84,9.73,0.04 (0.41 %)," ",470,"5,000,000",0,0,9.73,9.73,9.73
03/07/2020,6.81,9.69,0.00 (0.00 %)," ","1,930","19,000,000",0,0,9.67,9.69,9.66
02/07/2020,6.81,9.69,-0.05 (-0.51 %)," ",310,"3,000,000",0,0,9.70,9.70,9.69
01/07/2020,6.84,9.74,-0.05 (-0.51 %)," ","1,460","14,000,000",0,0,9.65,9.74,9.21
30/06/2020,6.88,9.79,0.00 (0.00 %)," ","1,160","11,000,000",0,0,9.74,9.81,9.74
29/06/2020,6.88,9.79,0.02 (0.20 %)," ","1,270","12,000,000",0,0,9.65,9.80,9.65
26/06/2020,6.86,9.77,0.01 (0.10 %)," ","2,610","25,000,000",0,0,9.79,9.79,9.69
25/06/2020,6.86,9.76,-0.10 (-1.01 %)," ","1,390","14,000,000",0,0,9.82,9.82,9.55
24/06/2020,6.93,9.86,-0.03 (-0.30 %)," ","8,060","77,000,000",0,0,9.65,9.94,9.50
23/06/2020,6.95,9.89,0.44 (4.66 %)," ","3,610","35,000,000",0,0,9.85,9.89,9.50
22/06/2020,6.64,9.45,-0.53 (-5.31 %)," ","2,580","25,000,000",0,0,9.95,9.95,9.40
19/06/2020,7.01,9.98,0.03 (0.30 %)," ","2,540","25,000,000",0,0,9.56,9.98,9.50
18/06/2020,6.99,9.95,0.00 (0.00 %)," ","17,500","171,000,000",0,0,9.80,9.95,9.67
17/06/2020,6.99,9.95,0.06 (0.61 %)," ","3,690","38,000,000",0,0,10.50,10.55,9.95
16/06/2020,6.95,9.89,-0.01 (-0.10 %)," ","7,420","73,000,000",0,0,9.90,9.90,9.88
15/06/2020,6.96,9.90,0.40 (4.21 %)," ","2,520","25,000,000",0,0,9.88,9.90,9.66
12/06/2020,6.68,9.50,-0.39 (-3.94 %)," ","2,710","26,000,000",0,0,9.55,9.90,9.50
11/06/2020,6.95,9.89,-0.02 (-0.20 %)," ","2,270","22,000,000",0,0,9.91,9.91,9.55
10/06/2020,6.96,9.91,0.01 (0.10 %)," ","2,240","22,000,000",0,0,9.30,9.91,9.30
09/06/2020,6.96,9.90,0.05 (0.51 %)," ","5,130","51,000,000",0,0,9.90,9.90,9.90
08/06/2020,6.92,9.85,0.05 (0.51 %)," ","3,680","36,000,000",0,0,9.80,9.90,9.80
05/06/2020,6.89,9.80,-0.10 (-1.01 %)," ","4,530","45,000,000",0,0,9.90,9.90,9.80
04/06/2020,6.96,9.90,0.03 (0.30 %)," ","4,050","40,000,000",0,0,9.93,9.93,9.80
03/06/2020,6.94,9.87,-0.03 (-0.30 %)," ","1,580","16,000,000",0,0,9.90,9.90,9.87
02/06/2020,6.96,9.90,-0.04 (-0.40 %)," ",780,"8,000,000",0,0,9.91,9.91,9.90
01/06/2020,6.98,9.94,-0.06 (-0.60 %)," ","1,030","10,000,000",0,0,9.90,9.94,9.90
29/05/2020,7.03,10.00,0.00 (0.00 %)," ","1,020","10,000,000",0,0,9.98,10.00,9.90
28/05/2020,7.03,10.00,-0.05 (-0.50 %)," ","1,970","19,000,000",0,0,9.66,10.00,9.66
27/05/2020,7.06,10.05,-0.05 (-0.50 %)," ","4,810","47,000,000",0,0,10.00,10.10,9.67
26/05/2020,7.10,10.10,0.10 (1.00 %)," ","2,370","24,000,000",0,0,10.10,10.20,9.81
25/05/2020,7.03,10.00,-0.15 (-1.48 %)," ","2,460","24,000,000",0,0,10.10,10.10,9.80
22/05/2020,7.13,10.15,0.10 (1.00 %)," ",10,0,0,0,10.15,10.15,10.15
21/05/2020,7.06,10.05,-0.05 (-0.50 %)," ","1,810","18,000,000",0,0,10.10,10.10,10.00
20/05/2020,7.10,10.10,0.10 (1.00 %)," ","2,970","30,000,000",0,0,10.00,10.20,9.72
19/05/2020,7.03,10.00,0.00 (0.00 %)," ","2,600","26,000,000",0,0,10.00,10.00,9.65
18/05/2020,7.03,10.00,0.34 (3.52 %)," ","3,350","33,000,000",0,0,9.70,10.00,9.60
