04/05/2022,14.40,14.40,0.90 (6.67 %)," ","57,600","811,000,000",0,0,13.50,14.40,13.50
29/04/2022,13.50,13.50,0.50 (3.85 %)," ","164,200","2,168,000,000",0,0,12.95,13.50,12.80
28/04/2022,13.00,13.00,0.00 (0.00 %)," ","199,400","2,586,000,000","169,500","2,050,950,000",13.00,13.30,12.85
27/04/2022,13.00,13.00,-0.10 (-0.76 %)," ","197,400","2,520,000,000",0,0,13.20,13.20,12.45
26/04/2022,13.10,13.10,0.50 (3.97 %)," ","172,700","2,195,000,000",0,0,12.50,13.20,12.40
25/04/2022,12.60,12.60,-0.10 (-0.79 %)," ","183,000","2,327,000,000",0,0,12.70,12.90,12.30
22/04/2022,12.70,12.70,0.00 (0.00 %)," ","217,900","2,810,000,000",0,0,12.60,13.10,12.60
21/04/2022,12.70,12.70,-0.70 (-5.22 %)," ","147,400","1,913,000,000",0,0,13.35,13.35,12.70
20/04/2022,13.40,13.40,-0.15 (-1.11 %)," ","179,700","2,376,000,000",0,0,13.50,13.55,12.65
19/04/2022,13.55,13.55,-0.35 (-2.52 %)," ","249,200","3,368,000,000",0,0,13.40,14.10,12.90
18/04/2022,13.85,13.85,-0.95 (-6.42 %)," ","247,000","3,475,000,000",0,0,14.10,14.50,13.80
15/04/2022,14.80,14.80,-0.20 (-1.33 %)," ","257,700","3,824,000,000",0,0,15.00,15.20,14.70
14/04/2022,15.00,15.00,0.00 (0.00 %)," ","199,000","2,962,000,000",0,0,15.00,15.10,14.70
13/04/2022,15.00,15.00,0.10 (0.67 %)," ","197,600","2,865,000,000",0,0,14.90,15.00,14.15
12/04/2022,14.90,14.90,-0.10 (-0.67 %)," ","152,800","2,256,000,000",0,0,14.80,15.00,14.65
08/04/2022,15.00,15.00,-0.60 (-3.85 %)," ","255,400","3,831,000,000",0,0,15.70,15.70,14.55
07/04/2022,15.60,15.60,-0.90 (-5.45 %)," ","241,600","3,883,000,000",0,0,16.55,16.65,15.60
06/04/2022,16.50,16.50,-0.10 (-0.60 %)," ","260,700","4,307,000,000",0,0,16.60,16.65,16.20
05/04/2022,16.60,16.60,0.00 (0.00 %)," ","248,500","4,129,000,000",0,0,16.40,17.15,16.40
04/04/2022,16.55,16.55,-0.25 (-1.49 %)," ","370,700","6,159,000,000",0,0,16.60,16.75,16.30
"                GD khớp lệnh"
"                GD thỏa thuận"
"                Giá mở cửa               "
"                Giá cao nhất"
"                Giá thấp nhất"
"                KL  đợt 1"
"                KL  đợt 2"
"                KL  đợt 3"
"            "
"            "
"                KL"
"                GT"
"                KL"
"                GT"
"                 "
"       "
"    "
"        "
,,04/05/2022
,,14.40
,,14.40
,,0.90 (6.67 %)
,,"  "
,,"57,600"
,,"811,000,000"
,,0
,,0
,,13.50
,,14.40
,,13.50
,,0
,,0
,,0
,
,
"    "
"        "
,,29/04/2022
,,13.50
,,13.50
,,0.50 (3.85 %)
,,"  "
,,"164,200"
,,"2,168,000,000"
,,0
,,0
,,12.95
,,13.50
,,12.80
,,0
,,0
,,0
,
,
"    "
"        "
,,28/04/2022
,,13.00
,,13.00
,,0.00 (0.00 %)
,,"  "
,,"199,400"
,,"2,586,000,000"
,,"169,500"
,,"2,050,950,000"
,,13.00
,,13.30
,,12.85
,,0
,,0
,,0
,
,
"    "
"        "
,,27/04/2022
,,13.00
,,13.00
,,-0.10 (-0.76 %)
,,"  "
,,"197,400"
,,"2,520,000,000"
,,0
,,0
,,13.20
,,13.20
,,12.45
,,0
,,0
,,0
,
,
"    "
"        "
,,26/04/2022
,,13.10
,,13.10
,,0.50 (3.97 %)
,,"  "
,,"172,700"
,,"2,195,000,000"
,,0
,,0
,,12.50
,,13.20
,,12.40
,,0
,,0
,,0
,
,
"    "
"        "
,,25/04/2022
,,12.60
,,12.60
,,-0.10 (-0.79 %)
,,"  "
,,"183,000"
,,"2,327,000,000"
,,0
,,0
,,12.70
,,12.90
,,12.30
,,0
,,0
,,0
,
,
"    "
"        "
,,22/04/2022
,,12.70
,,12.70
,,0.00 (0.00 %)
,,"  "
,,"217,900"
,,"2,810,000,000"
,,0
,,0
,,12.60
,,13.10
,,12.60
,,0
,,0
,,0
,
,
"    "
"        "
,,21/04/2022
,,12.70
,,12.70
,,-0.70 (-5.22 %)
,,"  "
,,"147,400"
,,"1,913,000,000"
,,0
,,0
,,13.35
,,13.35
,,12.70
,,0
,,0
,,0
,
,
"    "
"        "
,,20/04/2022
,,13.40
,,13.40
,,-0.15 (-1.11 %)
,,"  "
,,"179,700"
,,"2,376,000,000"
,,0
,,0
,,13.50
,,13.55
,,12.65
,,0
,,0
,,0
,
,
"    "
"        "
,,19/04/2022
,,13.55
,,13.55
,,-0.35 (-2.52 %)
,,"  "
,,"249,200"
,,"3,368,000,000"
,,0
,,0
,,13.40
,,14.10
,,12.90
,,0
,,0
,,0
,
,
"    "
"        "
,,18/04/2022
,,13.85
,,13.85
,,-0.95 (-6.42 %)
,,"  "
,,"247,000"
,,"3,475,000,000"
,,0
,,0
,,14.10
,,14.50
,,13.80
,,0
,,0
,,0
,
,
"    "
"        "
,,15/04/2022
,,14.80
,,14.80
,,-0.20 (-1.33 %)
,,"  "
,,"257,700"
,,"3,824,000,000"
,,0
,,0
,,15.00
,,15.20
,,14.70
,,0
